semantic\powspec,joint\powspec
0.07978619318252034,0.07978619318252034
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.01277118323183582,0.012771183231835822
0.0,0.0
0.03248872955477997,0.03248872955477997
0.0,0.0
0.0,0.0
0.0,0.0
0.024535670066364253,0.024535670066364253
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0008288029128268818,0.000828802912826751
0.02694188264392237,0.026941882643922367
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00032055138084324727,0.00032055138084189434
0.0,0.0
0.0,0.0
0.0,0.0
0.027505942561184885,0.027505942561184885
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00042344045736717573,0.00042344045736723976
0.0,0.0
0.0,0.0
0.0,0.0
0.19881607129578693,0.19881607129578693
0.001951591801135544,0.0019515918011354329
0.0,0.0
0.08321831150172579,0.08321831150172578
0.0,0.0
0.0006558955878900499,0.00065589558788943
0.04169449748197772,0.04169449748197772
0.017633809999744017,0.017633809999744017
0.00042274024201226104,0.00042274024201226104
0.07081612355768359,0.07081612355768359
0.13014578768153498,0.13014578768153498
0.0,0.0
0.0007021682380352806,0.0007021682380352034
0.025863429527991387,0.025863429527991387
0.0,0.0
0.0,0.0
0.0,0.0
0.04438520946559444,0.04438520946559444
0.032570072995183365,0.032570072995183365
0.0,0.0
0.0,0.0
0.0002534684880461697,0.00025346848805472464
0.0,0.0
0.021022413577080547,0.021022413577080536
0.025493906606835738,0.025493906606835738
0.0006957918507261449,0.0006957918507260864
0.00034804062976000004,0.00034804062976007794
0.0,0.0
0.0,0.0
0.07205665086180109,0.07205665086180109
0.0,0.0
0.0,0.0
0.03130637000295819,0.03130637000295819
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.04857081243419125,0.04857081243419125
0.0,0.0
0.0,0.0
0.03623854144415289,0.036238541444152894
0.0,0.0
0.17212642738726297,0.17212642738726297
0.00045803039286157487,0.00045803039286110146
0.000134418519873978,0.00013441851987377638
0.09537846109075543,0.09537846109075543
9.37111205970959e-05,9.37111205970959e-05
0.11078443041547506,0.11078443041547506
0.0,0.0
