correlation_score,r2_score,p_value
0.04747104940884165,-1.1920929e-07,0.41980189812806235
0.10311586257858947,0.0,0.07906484343762459
0.1178541215592122,0.0025855303,0.04455903851235486
0.0041255830878075715,-4.2319298e-05,0.9441343097048686
0.013915387686246637,1.1920929e-07,0.813146746437008
-0.04954456520397393,0.0,0.3997618790352182
-0.045985934085176476,1.1920929e-07,0.4345093915870074
0.03696008376318814,0.0006725788,0.5300086933640296
0.11395811360442247,0.002287805,0.052143950409504175
-0.029032400950992007,1.1920929e-07,0.6218514651536999
-0.07257520443169352,0.0,0.2170762376116884
-0.04140855539637019,-1.1920929e-07,0.48165785292966123
-0.07649669679152796,-0.0001885891,0.19318083292856056
-0.013418147960520273,0.0,0.8197072384785964
0.033378410565498,0.0,0.5706459812908822
-0.03406830563458217,-0.00092589855,0.5627049198818862
0.024950847622405948,0.0,0.6716652594505186
0.02769641301635843,0.0,0.6379819931982941
-0.01855805341580082,-0.0004682541,0.7525784751221873
0.02383079415573278,0.00041246414,0.6856019588139692
-0.06678652415654517,-0.0017081499,0.2560998991688875
0.023131867340655157,0.00036108494,0.6943532297752716
-0.15231861116819176,-1.1920929e-07,0.009257930869801681
-0.06851138448613872,-0.0015450716,0.24399638119310088
0.07059478699532196,0.001667738,0.22991723528620514
0.010506960746061595,1.1920929e-07,0.8583548117423291
0.042130875649857145,0.0,0.4740385666031447
-0.05039223281625275,0.0,0.39173702832599244
0.08014550818525837,1.1920929e-07,0.17272819149593033
0.045653589449180215,0.000844717,0.43784076871736854
-0.0376645211235462,-0.0010757446,0.5221918840045399
-0.08212764845316697,-0.0022661686,0.16231605856043543
-0.08632500326261325,0.0,0.141832888401664
0.03402263613372219,0.0,0.5632289562832619
0.14041551349846482,1.1920929e-07,0.01653505132174404
-0.03553093174394082,-0.00089359283,0.5460469635164221
0.003537423339981283,-3.9696693e-05,0.9520884252904056
0.014288537047337168,0.0,0.8082320064608957
0.08324511242323077,0.0,0.1566576142289435
-0.04278348293328574,0.0,0.46721169539996865
0.0014712778914926276,-0.0051977634,0.9800628517109593
0.008799503755813514,1.1920929e-07,0.8811866384149213
0.010436433220304474,9.894371e-05,0.8592956990664655
0.07701416409965746,0.0056233406,0.19017716336675144
0.01688106175477103,-1.1920929e-07,0.7743034871928149
0.019684125696326514,1.7881393e-07,0.7380979656001143
-0.03856114454222786,0.0,0.5123284532482348
-0.029620707292022076,-1.1920929e-07,0.6148046446585558
0.037859720386908054,-0.0014021397,0.5200363285399137
-0.09452783911098127,-0.002385974,0.10757503412349036
-0.08059699511579894,-0.002219677,0.17031391490242187
-0.043005646150661235,-0.0011005402,0.464900098486585
0.03723716658658026,1.1920929e-07,0.5269269935420995
-0.04034775372150886,-0.0009895563,0.49296666627607644
-0.1534135726864659,-3.5762787e-07,0.008759232541627478
0.010933087778070774,1.1920929e-07,0.8526742777102685
0.019097480123334936,0.0,0.7456306556256942
0.03662799583923811,-1.1920929e-07,0.5337141203590163
-0.0559065208197953,-0.014997125,0.3419433176057153
-0.08305984700924729,-0.0018948317,0.15758530053117634
-0.0295269489652838,-0.0010128021,0.6159253524282011
-0.009666876064353,0.0,0.8695747778821268
0.0316924439050339,0.0005990267,0.5902726505464077
-0.09247324416350282,-0.0028065443,0.11547350668198222
-0.04973400082743329,0.0,0.3979600143810248
0.07057305226303333,-1.1920929e-07,0.23006108250529922
0.04029960050379482,0.0008111,0.493483346488348
0.025595316267540028,-1.1920929e-07,0.6636964355191369
-0.0024441870435988194,-7.1525574e-07,0.9668850850114197
-0.07281662801225174,-0.002178669,0.2155466622182792
-0.0623617636100907,0.0,0.289023782095675
0.010940110767059636,-1.1920929e-07,0.8525807197722175
0.06453032595853485,0.0014822483,0.2725491918582249
-0.044656271673153496,0.0,0.44792502641075305
-0.049723931454775216,0.0,0.3980556690611443
0.08982124273581839,1.1920929e-07,0.12633080235742533
0.04339759922600145,0.0,0.4608373198745912
-0.001329510438503712,-0.00015604496,0.9819835869765183
-0.032203858471781276,-0.000944376,0.5842865692914103
0.004972590309554365,1.1920929e-07,0.9326895414173519
-0.003611349199194655,-0.00020170212,0.9510883944061004
0.013166469377683277,-0.00473392,0.8230326623504586
0.05123955296371813,0.0,0.3838134321794231
-0.06183830716114725,0.0,0.2930984553431452
-0.020471512865852633,-0.00062060356,0.7280270062841664
-0.034451877475584924,-8.1300735e-05,0.5583128754717073
