x1_score,x2_score,vp_joint_score,vp_shared_score,vp_x1_unique_score,vp_x2_unique_score,rm_x2_to_x1_score,rm_x1_to_x2_score,rm_x1_unique_score,rm_x2_unique_score
0.6330377,0.591107,0.90643454,0.31771016,0.31532753,0.27339685,0.9875572323799133,0.9847997426986694,0.2721818,0.20700252
0.59115195,0.5467644,0.88997906,0.24793726,0.3432147,0.2988271,0.9823484420776367,0.9859083890914917,0.28968495,0.26767725
0.5753136,0.590333,0.9074275,0.25821906,0.31709456,0.33211392,0.984894871711731,0.9838123917579651,0.22646177,0.20560825
0.5945158,0.4612174,0.8507125,0.20502073,0.38949507,0.25619668,0.9828577637672424,0.9824134111404419,0.28995293,0.26409668
0.5372319,0.6227177,0.9072123,0.25273722,0.2844947,0.36998045,0.9866904616355896,0.9837761521339417,0.38043535,0.18534005
0.6277561,0.56916416,0.9034164,0.29350388,0.33425224,0.27566028,0.9862112998962402,0.9866743087768555,0.3433323,0.20144916
0.6103277,0.5487982,0.8926738,0.26645213,0.3438756,0.28234607,0.9887152910232544,0.9852666854858398,0.33545452,0.33343482
0.6346996,0.5778525,0.9157917,0.29676038,0.3379392,0.2810921,0.9880950450897217,0.9889679551124573,0.40509182,0.3511504
0.59799325,0.47968775,0.88122004,0.19646102,0.40153223,0.28322673,0.9875307083129883,0.9870213270187378,0.33466458,0.17526531
0.5073124,0.6417335,0.9209967,0.22804922,0.2792632,0.4136843,0.9861026406288147,0.9827515482902527,0.28348833,0.30902404
0.6136043,0.5675043,0.9185144,0.26259422,0.35101008,0.30491006,0.9837386608123779,0.9886285662651062,0.31269646,0.30202323
0.6633178,0.51859295,0.8925951,0.28931564,0.37400216,0.22927731,0.979882001876831,0.9826745390892029,0.31068867,0.25567716
0.59226054,0.5388434,0.9052791,0.22582489,0.36643565,0.3130185,0.9858580231666565,0.9873189926147461,0.13653904,0.26460075
0.5547459,0.5928628,0.87239134,0.2752174,0.2795285,0.31764537,0.9850481748580933,0.9853307604789734,0.2543682,0.18620354
0.63368464,0.5797463,0.8916112,0.32181966,0.31186497,0.25792664,0.9803878664970398,0.9863902926445007,0.29162115,0.3280654
0.5308857,0.59575284,0.8657605,0.26087803,0.27000767,0.3348748,0.988084077835083,0.9883089661598206,0.22602874,0.21574038
0.6515987,0.60226893,0.9149166,0.33895105,0.31264764,0.26331788,0.9817793965339661,0.9795634746551514,0.4130383,0.22751456
0.5105437,0.51592183,0.88600594,0.1404596,0.3700841,0.37546223,0.9787689447402954,0.9799453616142273,0.31865692,0.30143964
0.5264624,0.64626205,0.89351845,0.27920604,0.24725634,0.367056,0.9852283596992493,0.9841173887252808,0.14270103,0.35369432
0.56387365,0.56702435,0.86726665,0.26363134,0.3002423,0.303393,0.9862760305404663,0.9865831732749939,0.25057656,0.2885164
0.66458356,0.5892836,0.9153739,0.33849323,0.32609034,0.25079036,0.9880474805831909,0.9870713949203491,0.3539657,0.37647867
0.6447183,0.5551621,0.9030326,0.29684776,0.34787053,0.2583143,0.9907026886940002,0.9892870783805847,0.36699075,0.31466782
0.5940051,0.5961251,0.8982305,0.29189974,0.30210537,0.3042254,0.9806925058364868,0.9856025576591492,0.22307342,0.35627675
0.51459795,0.64029825,0.9206228,0.23427343,0.28032452,0.4060248,0.9829644560813904,0.9793635606765747,0.23380435,0.37959057
0.67517143,0.67928904,0.93179333,0.42266715,0.2525043,0.2566219,0.9883720278739929,0.9879596829414368,0.33654785,0.34250522
0.6546186,0.5330632,0.9001181,0.28756368,0.36705494,0.24549949,0.9839392900466919,0.9831138253211975,0.4158278,0.1710155
0.54543763,0.6070198,0.88080615,0.27165133,0.2737863,0.33536845,0.9855306148529053,0.9883229732513428,0.23895347,0.38051057
0.6061164,0.5676502,0.89161533,0.28215128,0.32396513,0.28549892,0.9850186109542847,0.982819139957428,0.34119004,0.27093136
0.5679953,0.5016138,0.87675977,0.1928494,0.3751459,0.3087644,0.9862301349639893,0.987341046333313,0.20827717,0.23259246
0.51713794,0.59014726,0.8892248,0.21806043,0.2990775,0.37208682,0.9788870811462402,0.9782797694206238,0.24464166,0.25006187
0.5932299,0.59307873,0.8702055,0.3161031,0.2771268,0.27697563,0.9804901480674744,0.9767851233482361,0.29828852,0.2183556
0.5229423,0.6188334,0.8985077,0.24326801,0.2796743,0.3755654,0.9808917045593262,0.9854634404182434,0.23639387,0.3498361
0.6357497,0.623515,0.901465,0.3577997,0.27795,0.2657153,0.9891839027404785,0.9871313571929932,0.28954697,0.3214323
0.61387175,0.45611322,0.9020245,0.1679604,0.44591135,0.2881528,0.9834162592887878,0.9849488139152527,0.2743169,0.3346029
0.6581841,0.57911116,0.90926516,0.3280301,0.330154,0.25108105,0.984379231929779,0.9842397570610046,0.36363328,0.23364878
0.5581864,0.61882234,0.922068,0.25494075,0.30324566,0.3638816,0.9830714464187622,0.9819301962852478,0.23422897,0.40926188
0.56682163,0.60117495,0.8975371,0.27045953,0.2963621,0.33071542,0.9818804860115051,0.9842953681945801,0.30127478,0.26955128
0.4519173,0.5791465,0.8749194,0.15614438,0.2957729,0.42300212,0.9780985116958618,0.9814753532409668,0.25609446,0.4163298
0.5453572,0.54236346,0.8824558,0.2052648,0.34009242,0.33709866,0.9837842583656311,0.9837186336517334,0.20153797,0.24045706
0.66622514,0.60764027,0.92144716,0.3524183,0.31380683,0.25522196,0.9871429204940796,0.9856197237968445,0.45719367,0.2621007
