r2_scores
0.6690638
0.17952627
0.40536743
0.1252684
0.552881
0.56942916
0.4173119
0.2633087
0.49534577
0.5282614
0.220761
0.27833492
0.10256225
0.15306407
0.47286147
0.107415795
0.43888652
0.38763702
0.100670695
0.1404264
0.23906094
0.47073692
0.7116357
0.67346793
0.33918548
0.19182092
0.27472728
0.35321498
0.14398259
0.13292807
0.23523629
0.10677105
0.4701907
0.5751536
0.2272278
0.6064091
0.23692864
0.37851286
0.59259105
0.6719692
0.22184855
0.38138938
0.60220575
0.48421228
0.19078624
0.44905192
0.15599328
0.29400414
0.20191848
0.29898363
0.12685281
0.47761875
0.60735714
0.5975387
0.21566927
0.39746726
0.18048823
0.3305322
0.40618122
0.51447093
0.07271165
0.0336864
0.063990235
0.48039788
0.3143047
0.20012188
0.32006335
0.19083333
0.44554824
0.15184748
0.579251
0.34741175
0.14433408
0.20286459
0.21411854
0.17430484
0.52907026
0.30094355
0.25618082
0.12242025
0.5002586
0.32371014
0.6052623
0.08360118
0.4191991
0.62785286
0.24952704
0.5036128
0.49498105
0.58387434
0.59233713
0.5677986
0.3333106
0.036933184
0.072464645
-0.0068404675
0.31933796
0.47546846
0.5557405
0.3791939
0.14794451
0.51668775
0.6456274
0.39158255
0.43565625
0.01660651
0.16526443
0.42756498
0.5808397
0.45808345
0.33027726
0.19211191
0.5730659
0.5093348
0.19393039
0.16426867
0.6696471
0.5109627
0.15581638
0.4068687
0.64002573
0.14212525
0.19285452
0.309278
0.07676983
0.5050834
0.6675755
0.028122604
0.45105213
0.23856282
0.5187218
0.594077
0.5565778
0.32023215
0.31918734
0.1596641
0.44560617
0.19193321
0.17364788
0.23042595
0.21310943
0.20702535
0.41668248
0.3238728
0.15989637
0.117013216
0.086100996
0.5901733
0.6746374
0.13068718
0.0758279
0.50666046
0.45135605
0.2562089
0.056042016
0.33093798
0.4513914
0.29197884
0.6310861
0.29877907
0.12953597
0.48289138
0.15315187
0.34275925
0.049790323
0.60059994
0.53578883
0.4710725
0.5329368
0.21387559
0.4984824
0.6109664
0.14383835
0.3025136
0.3662427
0.6897799
0.0019329786
0.20185566
0.13697451
0.33307338
0.16448909
0.17708433
0.4657721
0.026934206
0.5887381
0.10882759
0.4180479
0.07553822
0.42829084
0.46842098
0.3276673
0.6085191
-0.0003054142
0.19733691
0.034695625
0.18655133
0.28553444
0.113762915
0.46937883
0.20286536
0.14311242
0.15325159
0.33001208
0.4454531
0.00047147274
0.46375006
0.12665862
0.56465113
0.24186134
0.39258188
0.11110097
0.54325104
0.47568756
0.39489758
0.17867237
0.1340589
0.38247514
0.2942264
0.29758453
0.12809986
0.41612828
0.44541144
0.2136733
0.1632536
0.15531337
0.0061035156
0.44989687
0.43788058
0.16720217
0.49294257
0.47817534
0.604278
0.26364464
0.2816385
0.5655669
0.27418357
0.061660945
0.6160939
0.40962738
0.35653436
0.36486316
0.3692519
0.37519133
0.5791117
0.17369306
0.42521423
0.43902016
0.40959316
0.21627426
0.19850415
0.12432152
0.16574764
0.23506904
0.108131826
0.19399828
0.19245708
0.50672257
0.16135818
0.27662706
0.43038976
0.15907252
0.1580069
0.17235768
0.6372907
0.092294276
0.5031936
0.07526398
0.2600091
0.2297464
0.14828229
0.26262623
0.35370594
0.3931886
0.21321929
0.06726575
0.26746368
