x1_score,x2_score,vp_joint_score,vp_shared_score,vp_x1_unique_score,vp_x2_unique_score,rm_x2_to_x1_score,rm_x1_to_x2_score,rm_x1_unique_score,rm_x2_unique_score
0.31052727,0.5510998,0.90068513,-0.03905809,0.34958535,0.59015787,0.9878024458885193,0.9901453256607056,0.30402094,0.5404099
0.26374745,0.5487015,0.8765562,-0.06410724,0.3278547,0.61280876,0.9830520749092102,0.9862575531005859,0.27316236,0.52451026
0.32907623,0.6530833,0.9379913,0.044168234,0.284908,0.6089151,0.9813618659973145,0.9849058985710144,0.31335956,0.6571921
0.2467956,0.5671233,0.89030236,-0.07638347,0.32317907,0.64350677,0.9831627607345581,0.9795999526977539,0.2588693,0.5506805
0.20220649,0.48430407,0.8986881,-0.21217752,0.414384,0.6964816,0.9920347929000854,0.990259051322937,0.22825748,0.4628901
0.20397687,0.57839847,0.8568597,-0.07448435,0.27846122,0.6528828,0.9863414764404297,0.9868742227554321,0.18754762,0.5301539
0.2368747,0.46924752,0.8365621,-0.13043988,0.36731458,0.5996874,0.9874057173728943,0.9865474104881287,0.2830369,0.44200355
0.30872774,0.3840825,0.8590106,-0.16620034,0.47492808,0.55028284,0.9775958061218262,0.9798527956008911,0.2916417,0.39730877
0.2772678,0.48127532,0.89109737,-0.13255423,0.40982205,0.61382955,0.9873542189598083,0.9842618107795715,0.2741291,0.4684041
0.27843934,0.501699,0.9049431,-0.124804795,0.40324414,0.62650377,0.9865067601203918,0.9861806631088257,0.30311674,0.49956363
0.29378635,0.4754244,0.8735637,-0.10435295,0.3981393,0.57977736,0.9866592288017273,0.9833935499191284,0.2768498,0.4945345
0.383878,0.44387025,0.8842244,-0.056476176,0.44035417,0.5003464,0.9908039569854736,0.9867914319038391,0.38684618,0.43665314
0.39094806,0.49436218,0.90349764,-0.018187404,0.40913546,0.5125496,0.9888497591018677,0.9861259460449219,0.37696564,0.4757877
0.32553947,0.54082745,0.8771125,-0.010745585,0.33628505,0.55157304,0.9847859740257263,0.9832966327667236,0.35532296,0.5445852
0.37152123,0.41752976,0.8886332,-0.099582195,0.47110343,0.51711196,0.9827998280525208,0.9872193336486816,0.35648566,0.41481382
0.2567942,0.5806347,0.8990715,-0.061642587,0.3184368,0.6422773,0.9809346199035645,0.9763087630271912,0.2427122,0.5769379
0.20432484,0.5691222,0.84663737,-0.07319033,0.27751517,0.6423125,0.9826104044914246,0.9836224317550659,0.17194182,0.5451952
0.26368862,0.5562571,0.90391046,-0.083964705,0.34765333,0.64022183,0.986354410648346,0.9863940477371216,0.25554246,0.5650157
0.1968754,0.5836091,0.87227595,-0.09179145,0.28866684,0.67540056,0.9841122627258301,0.9817892909049988,0.20470428,0.5932114
0.05350268,0.55452245,0.8969013,-0.28887618,0.34237885,0.84339863,0.9826249480247498,0.9808892011642456,0.110655546,0.48744887
0.24297136,0.5790802,0.8878921,-0.06584054,0.3088119,0.64492077,0.9851115345954895,0.9860025644302368,0.2387191,0.55738795
