semantic\powspec,joint\powspec,semantic\powspec_r2,joint\powspec_r2
0.04426744879933361,0.04426744879933361,-0.00032174587,0.00032174587
,,-8.34465e-07,0.0
0.08657315636875003,0.08657315636875001,1.1920929e-07,0.0
0.008496171872184122,0.00849617187218412,8.791685099999999e-05,-8.791685099999999e-05
,,-0.0029194355,0.00291955470929
,,-7.100000112576083e-13,0.00017970800071
,,0.0,0.0
,,1.1920929e-07,0.0
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
0.033699665615673564,0.033699665615673564,0.0,3.886223e-05
0.07867617715955269,0.07867617715955269,0.0,0.0015676022
0.11758506550200337,0.11758506550200337,0.0,0.0
0.05952160165159705,0.05952160165159705,0.0005037784,-0.0010337828999999999
,,0.000886738296,-0.000977814196
,,1.1920929e-07,0.0
,,0.000490426997,-0.000777363757
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.00062048437,-0.00113737587
0.09071107863081102,0.09071107863081102,1.1920929e-07,0.0
0.006042765651204754,0.006042765651204754,-0.00018453598,0.00018453598
0.007769609106568925,0.007769609106568925,-1.1920929e-07,0.0
0.08481605697837669,0.08481605697837669,-0.0007479191,0.0007479191
0.05562573030617272,0.05562573030617272,0.0,-1.1920929e-07
0.15488560552010278,0.15488560552010278,2.979999999999216e-07,0.0011216402
,,-0.00040340433,-0.0055897236699999995
0.043005559135663916,0.043005559135663916,-0.0011329651175,0.0011329651175
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,-0.0012198687,0.0012198687
0.0387034964142991,0.0387034964142991,1.1920900000000179e-07,-1.6570091e-05
0.06877295151720147,0.06877295151720147,-0.009046078,0.009046078
,,-0.0024687051000000003,-0.0046391489
0.011961688383414463,0.011961688383414463,1.1920929e-07,0.0
0.04353314767323728,0.04353314767323728,4.1730000000005443e-07,0.0013272166
0.10031541814276215,0.10031541814276215,0.0002155299999999985,0.008854926
0.08114393035215364,0.08114393035215364,-1.5139578999999969e-05,-0.000301003461
0.09693059725086228,0.09693059725086228,-0.0011191368,0.00111901759071
0.05819609048189278,0.05819609048189278,-0.000800252,0.000800252
0.027375995245816624,0.027375995245816624,-5.96099999999552e-08,0.00045478344
0.08456146770287838,0.08456146770287838,0.0,0.0
,,-0.00027978420071,0.00027990341
0.06493828702622062,0.06493828702622062,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,-0.023176312,0.023176312
0.04799167873760308,0.04799167873760308,-1.1920929e-07,1.1920929e-07
0.12035743702290592,0.12035743702290594,0.00336188079071,-0.00336188079071
,,1.1920929000002042e-07,-0.00024640560929
,,-8.106232e-06,7.98702271e-06
,,0.0,0.0
,,7.152000000001588e-07,-0.003894329
,,2.3841858e-07,-1.1920929e-07
0.044068047186664266,0.04406804718666426,-0.00024211410000000034,-0.0030175447
0.03239612470394933,0.03239612470394933,-0.0005713701292899999,0.0005712509199999999
0.012815092256161044,0.012815092256161044,-1.1920929e-07,1.1920929e-07
0.021238042343295804,0.021238042343295804,-0.0022449493,0.0022449493
0.031108887264397644,0.031108887264397644,-2.384192899999708e-07,0.00038045644929
0.08615027252240243,0.08615027252240243,-0.00084626675,0.00084626675
,,0.0,-8.3208084e-05
,,1.7880999999999973e-07,0.00018036366
,,-0.0006859299999999995,-0.008649349
,,0.0,0.0
,,0.0,0.0
,,0.0,0.0
,,0.00028258562,-0.00028258562
,,-0.00024664400928999994,0.00024640559070999995
,,1.1920929e-07,-1.1920929e-07
0.055782126748050935,0.055782126748050935,0.0,0.0
,,-1.1919999999996864e-06,-0.004192233
0.08799636197166438,0.08799636197166438,-1.1920929e-07,1.1920929e-07
,,-2.1457672e-05,2.157688129e-05
0.030698807968695483,0.030698807968695483,2.384299999999692e-07,-0.0008763075
0.07703463145429815,0.07703463145429815,-1.191999999998819e-07,0.0011464357
,,0.00012797117,-0.00012809037929
0.01647309383948859,0.01647309383948859,1.1920929e-07,0.0
,,0.0016390085000000001,-0.0025510788
,,-0.0113600496,0.0014687776000000003
,,-1.7881393e-06,0.0
0.0940573557094525,0.0940573557094525,0.0016564725000000006,0.0043852925
,,0.0,0.0
0.018815313093557294,0.018815313093557294,1.7285347e-06,-1.7285347e-06
,,0.0036844016,-0.0006915927999999998
,,0.0,0.0
,,0.0,0.0
,,5.960000000002769e-07,-0.0020740032
0.11270800083917507,0.11270800083917507,-0.0013780594,0.00137817860929
,,1.1920929e-07,0.0
,,1.1930000000034968e-07,-0.0063335896
,,0.0034706589999999996,-0.0054527518999999995
,,0.0029565692,-0.0029565692
0.04070776513875411,0.04070776513875411,-0.023566246,0.023566246
0.07224570058435617,0.07224570058435617,0.0,0.0
0.05360665934996516,0.05360665934996516,-2.2530556e-05,2.264976529e-05
0.06502222013822175,0.06502222013822173,-0.0015281439175,0.0015281439175
0.06314568509544963,0.06314568509544964,-2.3841858e-07,2.3841858e-07
0.07338229479416981,0.07338229479416981,-1.1920929e-07,1.1920929e-07
0.07182009904375997,0.07182009904375997,1.192092899999662e-07,0.00057005882071
,,-1.191999999998819e-07,-0.0015298128
0.011653226927656092,0.011653226927656087,-0.005334139,0.00533401979071
0.042081979924606584,0.042081979924606584,-0.0010551214092900001,0.0010551214092900001
,,1.66893e-05,-1.66893e-05
,,0.0,0.0
0.05499334995468959,0.05499334995468959,1.1921000000000118e-07,-2.5749207e-05
,,-9.536999999999567e-07,-0.001355648
0.11139773461688718,0.11139773461688718,0.0,0.0
,,4.768307100000424e-07,-0.0009012222307100001
,,0.0012059808,-0.0018371940000000001
,,0.0002283454,-0.0002283454
0.07614498489567903,0.07614498489567903,-2.384185800000001e-07,1.1920929e-07
,,9.537092900001494e-07,-0.0034428835092900002
,,-0.0151361224,-0.0118380786
,,1.1920929e-07,-1.1920929e-07
0.012161031140973878,0.012161031140973878,0.0,0.0
0.0409469373980767,0.0409469373980767,8.577108000000001e-05,6.186962e-05
,,0.0029933451999999998,-0.005876302700000001
,,-1.1920929e-07,0.0
0.056133153060167584,0.056133153060167584,-0.0011183023,0.00111842150929
,,1.1920929e-07,0.0
,,-0.0016095632599999986,-0.01983773674
,,-0.003270507005,0.0031857492
,,-3.0989999999994633e-06,-0.014219165
,,-3.576299999999595e-07,-0.0009239912
0.07514643849095519,0.07514643849095519,0.0,0.0
,,2.3842000000000915e-07,-0.00040614605
0.10737856166718784,0.10737856166718784,-3.5770929000008937e-07,0.00158965590929
,,-0.00045311452,-0.00140523908
0.001733323717501821,0.0017333237175018214,-0.00019395351,0.00019395351
,,-0.000560164491,-0.000712513909
0.03166812726258177,0.03166812726258177,-0.0007795095800000001,-0.00032496452
,,0.0002259016,-0.00022614001857999998
0.16563500160080102,0.16563500160080102,-0.0188642735,0.0170570607
,,0.0074017050000000015,-0.017546296000000003
0.09528855986835308,0.09528855986835308,0.0,0.0
,,-1.1920929e-07,0.0
0.04799882164835831,0.04799882164835831,0.0,0.0
0.08453974052867613,0.08453974052867613,0.0008164048,0.0042204857
,,0.0026267169999999998,-0.0004588365000000002
0.03009511909921303,0.03009511909921303,-0.0009697677092899998,-0.00239872929071
,,-0.0031489130909999998,-0.007781028909
0.02228065941984432,0.02228065941984432,-0.0004287958199999999,0.00016212463999999997
,,-0.008743165999999997,-0.013980628000000002
0.04486390535824959,0.04486390535824959,2.9809999999973885e-07,0.0020281076
,,0.0,0.0
,,0.0,0.0
0.06704519362145774,0.06704519362145774,0.0043678879799999995,0.00281286242
,,1.193999999999501e-07,-0.00676322
,,-1.1920929e-07,0.0
0.016962411813857423,0.016962411813857423,-0.00036036968,0.00036025047071
0.07179044647865505,0.07179044647865505,-0.005841017,0.005841017
0.03803326396504009,0.038033263965040094,1.7881393e-07,0.0
,,0.0,0.0
,,-5.959999999998432e-07,-0.0011379719
0.1097485146918277,0.1097485146918277,0.00033903160999999935,0.00750863539
0.05662409832980331,0.05662409832980331,-0.0081671472,0.0081671472
0.04899251685489157,0.04899251685489157,-0.001129865675,0.001129865675
0.06991509936490699,0.06991509936490699,-0.00018894672071000004,0.00018906593000000003
,,0.0007638335099999999,-0.0011680722099999998
0.08233987510275133,0.08233987510275134,0.0021279451000000005,0.0063909889
0.005350062145699135,0.0053500621456991256,1.311299290000052e-06,0.00061142445071
,,-0.0019688606,-0.0018525123999999999
,,0.0021933319092900007,-0.0041192772092900004
,,0.0,-1.1920929e-07
,,5.363999999999022e-07,0.002735436
0.04329438432351602,0.04329438432351602,-2.383999999997638e-07,-0.0024325848
0.03200525088968585,0.03200525088968585,-9.316205999999999e-05,0.000146090985
,,0.000809669538,-0.001135706938
,,0.0,-2.0503998e-05
0.05376353840904977,0.05376353840904977,0.0018298625760000001,-0.002155899976
0.018973258664132842,0.01897325866413284,-1.1920929e-07,0.0
,,9.75728e-05,-9.75728e-05
,,-0.00028145313,0.00028133392071
0.04946320358791191,0.04946320358791191,-1.0252000000000091e-05,0.0016518831
0.1333714848232842,0.1333714848232842,0.0,0.0
,,0.00177758933071,-0.00177770854
0.052121961666682835,0.05212196166668283,0.0,0.0
0.07336242161292188,0.07336242161292188,-0.000101685524,0.000101685524
0.06812819519004848,0.06812819519004848,1.0728836e-06,-1.19209289e-06
,,2.3841858e-07,-1.1920929e-07
,,-5.960460000000016e-07,-1.692772e-05
,,-5.0485167799999876e-05,0.0023269057678
0.035607585816283455,0.035607585816283455,0.0,0.0
0.062320916443314014,0.06232091644331401,9.012219999999984e-05,0.0011649728
,,0.0006133914,-0.0006133914
,,1.1920929e-07,0.0
,,0.0022326706999999998,-0.0033257007
,,0.0056333544,-0.009839535
0.0063748726994824955,0.0063748726994824955,-6.127357629e-05,6.1154367e-05
0.046282992434497926,0.046282992434497926,1.1920929e-07,0.0
,,-0.0046831371,-0.0081424709
,,-0.0009403229,0.0009403229
,,1.1920929e-07,0.0
,,3.5762787000000006e-07,-2.3841858e-07
,,4.464388e-05,-4.452467071e-05
,,0.0,0.0
,,3.0994415699999997e-06,-3.0994415699999997e-06
,,0.0,0.0
0.04162138619265875,0.04162138619265875,-3.5760929000005527e-07,0.00107097620929
0.04136312795844122,0.04136312795844122,1.1920929e-07,0.0
,,0.00035107136,-0.00035107136
,,-0.0026718377999999997,-0.0027612448
,,3.1352043e-05,-3.159046158e-05
0.02898330107028989,0.02898330107028989,0.0,0.0
,,0.0,0.0
,,0.000138044357,-0.000138044357
,,-1.191999999998819e-07,-0.0014783144
,,-2.3839071000000475e-07,-0.00121259690929
0.035217359639735414,0.03521735963973541,-0.00015163416300000097,-0.0047869682369999994
0.02739270967209039,0.02739270967209039,-0.00047385693,0.00047385693
,,-8.343907099998479e-07,-0.00374484060929
0.053227128266553,0.053227128266553,-0.00094091886,0.00205838676
0.08479417515904919,0.08479417515904919,-0.00754910663,0.00784695103
0.09315756567248365,0.09315756567248365,0.0,0.0
,,0.0,0.0
,,0.0,0.0
0.007324846182145562,0.007324846182145562,0.0,0.0
0.030902843554847778,0.030902843554847775,-2.9804999999993864e-07,0.0007849932
0.01730075003680417,0.017300750036804157,-5.962607000004928e-08,0.00091791152607
,,0.0,0.0
0.06701555769309178,0.06701555769309178,0.0,0.0
,,0.00036078691,-0.00036078691
0.10428374555576628,0.10428374555576628,3.8027763e-05,-3.8027763e-05
0.024633577900603568,0.024633577900603568,0.0,0.0
,,0.0005170107,-0.0005170107
,,-0.0036683681599999993,-0.00419527284
0.03852910243586716,0.03852910243586716,0.0,0.0
,,0.0080281498,-0.0132858755
,,-0.0020202398,0.00202012059071
,,1.192092900000001e-07,-4.005432129e-05
,,-1.1920999999995036e-07,-0.00096797943
0.01588366839034008,0.015883668390340066,0.0,0.0
0.0986726048781925,0.0986726048781925,-7.6532364e-05,7.6532364e-05
0.021680252066454405,0.021680252066454405,-0.00572598,0.00572598
,,-0.0010460615,0.0010460615
,,0.0002528429,-0.0002528429
,,0.0,0.0
,,-0.0025810006,-0.0031929014
0.09266299655885421,0.09266299655885421,-0.002785265300000001,0.0119994283
,,-0.02317834,0.007344485000000001
,,-0.0008686781,0.0008686781
0.014219908653115646,0.014219908653115646,4.768999999999954e-07,-0.0024248362
0.02828162707714374,0.02828162707714374,1.1920927999999993e-06,-8.702278e-06
,,-1.1920929e-07,0.0
0.04485144700731682,0.04485144700731682,-0.0004135370495000001,0.0021644830495
0.06701367662306133,0.06701367662306135,-2.9206092899999696e-06,0.00368815660929
