correlation_score,r2_score,p_value
-0.07695223351882621,0.0,0.17940259923778895
-0.11338211596336137,-1.1920929e-07,0.04751794791232914
0.03532981352865673,0.0,0.5381042700693611
-0.027303427435619042,0.0,0.6342532755101045
0.058294743384278855,-1.1920929e-07,0.30942338382115214
0.011148878228969098,0.00011044741,0.8459929907283028
-0.04281466048636485,0.0,0.4555298638041163
-0.019330887125896038,-1.1920929e-07,0.7362677115923293
,0.0,
,0.0,
,0.0,
0.07649494029809754,0.00177598,0.1820090317287645
0.017639473958067,0.0,0.7585953741225102
0.03207154935973873,0.0,0.5762499692300791
-0.015956065318662095,0.0,0.7810181054374677
0.028134595714691006,1.1920929e-07,0.6239660183840261
0.019253739898110106,0.00028300285,0.7372814539340975
0.06113318135681554,1.7881393e-07,0.28641704211807845
,0.0,
,0.0,
,0.0,
,0.0,
-0.016757561704028787,-0.0004557371,0.7703184330287556
0.04754366080641694,1.7881393e-07,0.4072518929965733
0.013205009598766419,0.0,0.8180467161496922
0.05730316308839464,0.0,0.31773913783853613
-0.07639495450236354,0.0,0.18258262559340296
-0.0015340593896293285,0.0,0.9786788592700786
0.05039203502694553,0.0023490787,0.3796989376642973
-0.08420336516025807,-0.008716345,0.14168639509945086
-0.0030520207150694055,-0.00010871887,0.9575963148643154
0.014778268908417398,-1.1920929e-07,0.7968158363676966
,0.0,
,0.0,
,0.0,
-0.024455374738422134,-1.1920929e-07,0.6700296911035132
-0.030457586620041454,-0.00060105324,0.5956039630478469
0.02796732395944238,0.0,0.6260305477106896
-0.016303766775697812,-0.00445807,0.7763712243331968
-0.04100866765391958,-7.6413155e-05,0.47477990587192653
-0.06703032086704097,0.0,0.24237618568979236
0.1384637646923267,0.012589455,0.015354815171617272
-0.041680141804431255,0.0,0.4675712434125501
0.02273127313073282,0.0,0.6920617426051029
0.05300685549425724,0.0,0.3554362279021247
0.06624673044240945,0.004232049,0.2479383985217788
0.04198267536982632,0.0,0.46434320321067235
-0.07977373199467284,-1.1920929e-07,0.16392890832365292
0.05450780090609564,-1.1920929e-07,0.341959120910558
,0.0,
,0.0,
,0.0,
,0.0,
0.03652021571979562,0.0006970167,0.5244892588485086
0.04101084392751061,0.0016571879,0.4747564446580338
0.07265819391119029,1.1920929e-07,0.20498607648254993
0.04409321202580812,8.940697e-07,0.44217040601140856
-0.038357431102603146,-0.00074601173,0.503826632178982
-0.03218803535795609,1.1920929e-07,0.5748646169782582
0.04851555527033796,0.0,0.3977199107172563
0.042247509718776416,-1.1920929e-07,0.46152757518202037
0.011958402673267567,-0.0012347698,0.8349651165764389
0.025287759959535125,0.0,0.6594916005893996
0.02443434970093405,-1.1920929e-07,0.6702967200059747
0.13007932863908495,0.0,0.022856550554966458
0.018514698907018862,0.00023406744,0.7470155406650162
0.0689066873648474,0.0010275245,0.2294136782270131
-0.05925747671402985,-0.0012201071,0.30148770144712683
-0.0006416939903513826,-5.8412552e-05,0.991080537686633
-0.07260137758527196,-0.0012253523,0.20534141737697556
,0.0,
,0.0,
,0.0,
-0.16246562145418988,-0.0034134388,0.004381412195411255
-0.09604712357390909,-0.014292002,0.09351478148783428
0.12075910881601706,0.0,0.03472856366211762
0.07601210997090874,0.0014899373,0.18479124069817454
-0.030911562561577524,-0.005368471,0.590130304613609
0.030177624634841117,0.0,0.5989909522983933
0.03317965610989964,0.0,0.5631353443496181
-0.015731776064019376,-0.006072402,0.7840197806563141
0.09265250364264117,0.0019179583,0.1057477686368617
-0.020063149051190818,-1.1920929e-07,0.7266684906683277
0.031839026884776224,0.0,0.5790200051315602
-0.03648540110184727,-0.00079262257,0.5248849375822608
-0.11494027277696978,-0.013047218,0.044529932523480406
-0.11574160828834879,-0.010445833,0.043055705060401885
0.07492812641071524,0.004314363,0.19115130401963049
-0.043100471467013776,0.0,0.45252398661124293
-0.0048598993983683305,-0.0026313066,0.9325268580490118
0.060526319504268594,0.0036163926,0.2912365471010995
0.06646243774903526,0.0010975003,0.24639843769736014
,0.0,
-0.041217651449780915,-0.000729084,0.4725298585006559
0.012770170792231578,0.00015825033,0.8239390110295803
0.053462876823428755,0.0,0.351306754301001
-0.011439813165520181,-0.005220413,0.8420261088837129
0.018800352260824733,-0.00067055225,0.7432482721197153
0.020583081117245418,1.1920929e-07,0.7198784307336196
0.04382768576966383,0.0008826852,0.4449263642454304
0.023629253967195767,0.0,0.680552766730363
0.005514424179557776,0.0,0.9234657991111975
0.06507684628723412,-1.1920929e-07,0.2564070433276156
-0.08037907561727231,0.0,0.16074349828407664
0.030594739417466894,0.0,0.5939478623627328
0.023054615637136035,0.00028765202,0.6879092946511345
-0.08241743989678747,-0.008174539,0.15035920704172984
-0.042409948488702214,0.0,0.4598052878586074
-0.03143885796329976,0.0,0.583801723980613
-0.01252356538417052,-0.00037753582,0.8272850601363414
-0.04094689613665485,-0.0046839714,0.47544609485481015
-0.05123653528919792,-0.0010275841,0.37175437447128257
-0.05049489774430975,-0.0009857416,0.3787257473594764
-0.017796388192603534,-0.0005249977,0.7565152369885391
-0.056563157641578835,-0.0016498566,0.3240391916076836
-0.013953782531729119,-0.004772067,0.8079245569941071
-0.014145756067365086,1.7881393e-07,0.8053344680869956
0.026486330892296264,0.0,0.6444353878802831
-0.05207944783357876,-0.018275976,0.3639278626190068
-0.056586333427652374,-0.024282217,0.3238406642186634
-0.060118790257965085,-1.1920929e-07,0.2945032958542706
-0.035211476641364876,-7.9631805e-05,0.5394673087848327
-0.0025404942180265663,-4.7683716e-06,0.9646982000784801
-0.1439588191800159,-0.017543077,0.011699199710096905
-0.0412148483221583,1.1920929e-07,0.4725599999758481
-0.02434596346745588,0.0,0.6714197242217963
-0.05680735915101901,-0.0012733936,0.3219512861722072
-0.061448089859903625,-0.022770762,0.2839373827464851
-0.03933028976505246,-0.0007214546,0.4930608862888114
-0.011474326058208976,-0.010488391,0.8415557900473226
-0.017475964838948393,-0.0033478737,0.7607647875767732
-0.003304064191935185,-5.1259995e-06,0.9540982127991169
-0.00016197702189412684,-0.00016987324,0.9977484969473724
0.04101469084957371,0.00090396404,0.47471497464724677
-0.023306587974099766,-0.0050605536,0.6846798722545228
0.0047340523347583745,-2.8729439e-05,0.9342700839197683
0.028418747952250824,-0.0011312962,0.6204656408406976
0.002622486595826679,-0.0057342052,0.9635596395438237
0.0408069596439994,-1.1920929e-07,0.47695715726573007
-0.006783198152074269,-0.002306223,0.9059303926309847
-0.08511898900288385,-0.013477087,0.13739088291018633
-0.0034163130597750853,0.0,0.9525405940627429
-0.07910736973076213,0.0,0.16748987784717217
-0.028532662849508027,-6.484985e-05,0.6190647533202164
0.08221564146438168,0.0011866689,0.15136397287804282
0.023886625861594107,0.00027298927,0.6772676184174208
-0.007765858542497679,-0.0032531023,0.8923801354565984
-0.06829532367319657,-0.008685112,0.2335821132449599
0.022908140086041934,0.00023210049,0.6897892205913789
-0.06678019920532231,-0.0064997673,0.24414207043195293
0.07102803237908326,0.0039206147,0.21535904537059986
-0.014118082070666874,0.0,0.8057077126813562
-0.004600558668526214,-0.0014857054,0.9361195727287779
0.06869648875564245,0.004560888,0.23084088377501222
-0.03211895407859704,-0.007892609,0.575686002174725
0.06600020694627602,0.0018858314,0.24970655163021246
0.014972395093190146,-0.0022330284,0.7942061331743215
0.04531764868832881,0.0,0.429588162412206
-0.0005411630245114291,1.1920929e-07,0.9924778599063617
0.04390130564640851,0.0,0.4441612714757299
-0.005939999706656447,-0.0024282932,0.9175794732871905
0.04636162411719493,0.0021440983,0.41902571425151935
-0.030013614782803528,-0.0006350279,0.6009791756143401
0.01516644633230055,0.00017601252,0.7915997264045026
0.08779538765820379,0.0,0.12540720738662114
0.02621250750688147,0.00039321184,0.6478626198788622
0.10692069970255402,0.009309769,0.061754831088279914
0.02830413578083746,-0.0061848164,0.6218764871988024
-0.002486658429462784,-0.0019786358,0.965445812375942
-0.0470005141538889,0.0,0.41263740949702965
0.027882111675088316,0.00032365322,0.6270833928805086
0.0645942707411112,0.003939867,0.2599579186182775
0.007542961149381018,-0.0010911226,0.8954511514067455
0.0424392713925032,0.0005851388,0.4594947682077224
0.010568084471851187,0.00011074543,0.853923613157424
0.06110908563594543,0.0031793118,0.2866073747701548
0.005439514764129704,-0.0011138916,0.924502345831677
0.11576566594707194,0.0027276874,0.04301208827343744
0.02008215544705654,0.0002889037,0.7264198959836661
0.0527711718774822,0.0027370453,0.35758234190410676
0.009596962085918932,-0.0022212267,0.8672165764365376
0.013720539585759499,0.0,0.8110742674019289
-0.060625101306228314,0.0,0.2904483780896731
-0.01964823210136127,1.1920929e-07,0.7321025045567717
0.09205858272297425,0.0019232035,0.10801240071753887
0.14638043082722246,0.010917723,0.010348628484408842
0.07483446796738685,0.0011774898,0.19170825854331663
0.04601383811729363,0.0,0.42252744827417454
0.008235358226866805,6.777048e-05,0.8859168098920986
-0.08352917012988913,-1.1920929e-07,0.14491436017403955
-0.08427874793430722,0.0,0.14132891533535397
0.01762324062959069,-1.1920929e-07,0.7588106711706812
0.02010542088207909,0.00032407045,0.7261156341004265
-0.0550767373829443,-0.0009391308,0.33693675921641186
-0.15973947938019564,-0.028035522,0.005096496319735317
0.0075829070114142305,5.1796436e-05,0.8949006728193183
0.0862269636762759,0.0,0.13232744002648775
-0.007804674203714475,-0.0034948587,0.8918455072984854
0.12105746003743288,0.0024898052,0.03427982504923752
0.10774944842836949,1.1920929e-07,0.05975244112261514
-0.07798382557545504,-0.0016248226,0.17362442003175246
-0.08617828777574271,-0.001942277,0.13254682535737325
-0.013670997930796697,-0.0004299879,0.8117436712845945
-0.0036977516846356247,-0.002185464,0.9486360238454388
-0.119630869579941,-2.3841858e-07,0.036470905868773516
-0.04941835316893704,0.0,0.388986606540067
0.028040899081024633,5.7816505e-05,0.6251220959415591
-0.05045155435525465,0.0,0.37913563536230543
-0.02972101202917151,-0.005188942,0.6045336220193609
