semantic\moten,joint\moten
0.009264506628565193,0.009264506628565193
0.04588297836599217,0.04588297836599218
0.012514434980569235,0.012514434980569207
0.0,0.0
0.01052124426562762,0.010521244265627653
0.0,0.0
0.0,0.0
0.0,0.0
0.01983422194680132,0.019834221946801303
0.03376104518889835,0.03376104518889835
0.0,0.0
0.005041827227988335,0.005041827227988338
0.0,0.0
0.0017403288654654213,0.0017403288654651956
0.0034688129182703824,0.0034688129182703902
0.0,0.0
0.013836438106133268,0.013836438106133268
0.07680510239952704,0.07680510239952704
0.13366950614161996,0.13366950614161996
0.008517951971593636,0.008517951971593636
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.016510897064642583,0.016510897064642597
0.05714059411903152,0.05714059411903152
0.04920058684902235,0.04920058684902234
0.01863219597542054,0.01863219597542054
0.023497341616873668,0.023497341616873665
0.07038034813473838,0.07038034813473838
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.07461640033049462,0.07461640033049462
0.06270585080332107,0.06270585080332107
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.008320330804018585,0.00832033080401854
0.0,0.0
0.014420035851452103,0.0144200358514521
0.0,0.0
0.0,0.0
0.0,0.0
0.010780826949335411,0.010780826949335418
0.04909534186427024,0.04909534186427023
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02065693338565138,0.020656933385651378
0.04211729935304348,0.04211729935304348
0.0,0.0
0.002030493024057044,0.002030493024057015
0.0,0.0
0.0,0.0
0.00799929783627228,0.007999297836272273
0.0,0.0
0.056564898517499976,0.05656489851749997
0.0,0.0
0.02553670340459653,0.025536703404596565
0.05914915487205823,0.059149154872058234
0.0,0.0
