x1_score,x2_score,vp_joint_score,vp_shared_score,vp_x1_unique_score,vp_x2_unique_score,rm_x2_to_x1_score,rm_x1_to_x2_score,rm_x1_unique_score,rm_x2_unique_score
0.16992813,0.31836545,0.38679725,0.10149634,0.068431795,0.21686912,0.9878024458885193,0.9901453256607056,0.036443353,0.22809076
0.3015613,0.45563233,0.49978113,0.2574125,0.044148803,0.19821984,0.9830520749092102,0.9862575531005859,0.016580224,0.14546144
0.41306973,0.5719842,0.65981126,0.32524264,0.08782709,0.24674153,0.9813618659973145,0.9849058985710144,0.11818564,0.25495178
0.32741642,0.5195209,0.56022507,0.28671223,0.04070419,0.23280865,0.9831627607345581,0.9795999526977539,-0.007018566,0.24456465
0.2750504,0.47828406,0.53515834,0.21817613,0.056874275,0.26010793,0.9920347929000854,0.990259051322937,0.0026590228,0.25958568
0.055213332,0.31298417,0.32083052,0.047366977,0.007846355,0.2656172,0.9863414764404297,0.9868742227554321,-0.031785607,0.13950169
0.16353464,0.29226953,0.26988322,0.18592095,-0.022386312,0.106348574,0.9874057173728943,0.9865474104881287,-0.0565567,-0.031705618
0.13300252,0.16148603,0.26730484,0.027183712,0.10581881,0.13430232,0.9775958061218262,0.9798527956008911,0.049140453,0.12594312
0.17994201,0.3115027,0.3766966,0.11474812,0.06519389,0.19675457,0.9873542189598083,0.9842618107795715,0.03717071,0.080302715
0.26221794,0.3893487,0.4832188,0.16834784,0.0938701,0.22100085,0.9865067601203918,0.9861806631088257,0.037867308,0.12106526
0.2753802,0.36168528,0.43064475,0.20642072,0.068959475,0.15526456,0.9866592288017273,0.9833935499191284,0.010870159,0.15516895
0.33246022,0.3931952,0.48232597,0.24332947,0.08913076,0.14986575,0.9908039569854736,0.9867914319038391,0.119206846,0.107388735
0.23738742,0.3579315,0.44948024,0.14583868,0.09154874,0.21209282,0.9888497591018677,0.9861259460449219,0.057054102,0.21284324
0.21002144,0.28472072,0.3870353,0.107706845,0.10231459,0.17701387,0.9847859740257263,0.9832966327667236,0.07366145,0.044677258
0.37268776,0.4231922,0.5361061,0.25977385,0.11291391,0.16341835,0.9827998280525208,0.9872193336486816,0.10444671,0.18240976
0.2759353,0.4278419,0.4983604,0.2054168,0.07051849,0.2224251,0.9809346199035645,0.9763087630271912,0.076851785,0.17853206
0.14399624,0.33726376,0.3358252,0.1454348,-0.0014385581,0.19182897,0.9826104044914246,0.9836224317550659,-0.0042533875,0.11483383
0.24170738,0.43219918,0.4902832,0.18362337,0.05808401,0.2485758,0.986354410648346,0.9863940477371216,0.014078677,0.2627923
0.3357252,0.4807477,0.5221423,0.2943306,0.04139459,0.1864171,0.9841122627258301,0.9817892909049988,0.007834494,0.23372144
0.26348174,0.60110855,0.6070074,0.2575829,0.0058988333,0.34352565,0.9826249480247498,0.9808892011642456,-0.044962406,0.22364694
0.25881135,0.41520327,0.46386975,0.21014488,0.048666477,0.2050584,0.9851115345954895,0.9860025644302368,-0.023965955,0.095419705
0.24435037,0.3579892,0.44044226,0.1618973,0.08245307,0.19609189,0.9855533242225647,0.9888577461242676,0.084088504,0.19103587
0.3012662,0.40652537,0.45213163,0.25565994,0.045606256,0.15086544,0.9896395206451416,0.986876904964447,0.05554688,0.15960354
0.34005755,0.39862502,0.43211496,0.3065676,0.033489943,0.09205741,0.9811154007911682,0.9846271872520447,0.06965619,0.11994308
0.35011822,0.47080022,0.542325,0.27859342,0.0715248,0.1922068,0.9777107834815979,0.9773262143135071,0.034277678,0.16763836
0.23487294,0.31900835,0.4079514,0.14592987,0.088943064,0.17307848,0.9863641858100891,0.9853535890579224,-0.003916621,0.08480209
0.3412553,0.40125805,0.4376012,0.30491215,0.036343157,0.0963459,0.987998902797699,0.986690878868103,0.053003967,0.07258183
0.26210827,0.39667034,0.50682837,0.15195024,0.110158026,0.2447201,0.9872609376907349,0.9860314130783081,0.108658135,0.21695906
0.30269772,0.35150194,0.42028922,0.23391044,0.06878728,0.1175915,0.9806923270225525,0.9841447472572327,0.0074168444,0.15920073
0.18222493,0.35677767,0.4261617,0.11284089,0.06938404,0.24393678,0.9864402413368225,0.9873278141021729,0.011763036,0.12784505
0.26958364,0.3911699,0.44544506,0.21530849,0.054275155,0.17586142,0.9842780828475952,0.982651948928833,-0.017256618,0.19590843
0.23247856,0.42846322,0.48388332,0.17705846,0.0554201,0.25140476,0.9885773658752441,0.9853910207748413,0.0035960078,0.07606846
0.3345853,0.37057978,0.43727064,0.26789445,0.06669086,0.10268533,0.9893024563789368,0.9928349852561951,-0.01135242,-0.053415418
0.44716412,0.44966036,0.54903513,0.34778935,0.09937477,0.10187101,0.9841713905334473,0.9858047366142273,0.09259862,0.09935343
0.373612,0.49871916,0.5628171,0.30951405,0.06409794,0.18920511,0.9869751930236816,0.9874531626701355,0.041552782,0.19439226
0.23078185,0.36824995,0.42334467,0.17568713,0.05509472,0.19256282,0.9878940582275391,0.9870476722717285,0.002675891,0.1421259
0.124112666,0.31384408,0.39421165,0.0437451,0.080367565,0.27009898,0.985994279384613,0.9852180480957031,0.103006005,0.1531884
0.36858195,0.43960267,0.52036023,0.2878244,0.08075756,0.15177828,0.9773427248001099,0.9803683161735535,0.05347514,0.15645528
0.32285213,0.43893248,0.52745265,0.23433197,0.08852017,0.20460051,0.9850291013717651,0.9864898920059204,0.09273708,0.229814
0.17895609,0.38232183,0.40934289,0.15193504,0.02702105,0.2303868,0.9813463091850281,0.9838565587997437,0.008119702,0.11264002
0.33623922,0.32266057,0.47021616,0.18868363,0.14755559,0.13397694,0.9894097447395325,0.9893653988838196,0.05253327,0.06893253
0.35679305,0.44119066,0.4799397,0.318044,0.03874904,0.12314665,0.9815286993980408,0.9823473691940308,0.054037094,0.10364586
0.35924566,0.47170442,0.5309755,0.29997456,0.059271097,0.17172986,0.9805609583854675,0.9834728837013245,0.11385411,0.08583385
0.3501383,0.3800066,0.460392,0.26975292,0.08038539,0.11025369,0.9903174638748169,0.9875946640968323,0.06665939,0.13298994
0.24751192,0.42058736,0.47221214,0.19588715,0.051624775,0.22470021,0.9827432632446289,0.984347403049469,0.061909914,0.1907193
0.24804294,0.46463776,0.5152915,0.19738919,0.050653756,0.26724857,0.9759214520454407,0.9812633395195007,0.01853031,0.19991255
0.26440805,0.32539064,0.4213562,0.16844249,0.095965564,0.15694815,0.9889806509017944,0.989902913570404,0.01939547,0.0011283159
0.17309898,0.47017068,0.5001825,0.14308715,0.030011833,0.32708353,0.9892075657844543,0.9849398136138916,-0.0065813065,0.23004913
0.3087169,0.5183109,0.5351789,0.2918489,0.016867995,0.226462,0.9898974895477295,0.9890170693397522,-0.026207209,0.09212679
0.3433618,0.41296256,0.5116495,0.24467486,0.09868693,0.1682877,0.9900395274162292,0.9874527454376221,0.12637824,0.16965932
0.38045955,0.4692822,0.532784,0.31695777,0.063501775,0.15232444,0.9898282885551453,0.9881141185760498,-0.011687517,0.18957865
0.12008029,0.32313234,0.36826754,0.07494509,0.0451352,0.24818724,0.984630823135376,0.9841864109039307,0.036515534,0.10400009
0.3161199,0.40664864,0.4974686,0.22529995,0.090819955,0.18134868,0.9915785789489746,0.9870462417602539,0.05338788,0.08477461
0.36012667,0.47171873,0.5143838,0.3174616,0.042665064,0.15425712,0.9807049632072449,0.9865052103996277,0.022235453,0.1364637
0.34774226,0.3875515,0.4723503,0.26294345,0.08479881,0.12460804,0.9857928156852722,0.9855848550796509,0.08263224,0.11331028
0.19716072,0.36652333,0.42726606,0.13641798,0.060742736,0.23010534,0.9907171130180359,0.9882127046585083,0.107304096,0.22140235
0.19753093,0.43492717,0.48494834,0.14750975,0.05002117,0.2874174,0.9853624701499939,0.9852064847946167,0.007321477,0.24434847
0.34049898,0.45755458,0.55233586,0.2457177,0.09478128,0.21183687,0.9833753705024719,0.9822301864624023,-0.04247296,0.22659284
0.24031281,0.43762982,0.4746319,0.20331073,0.037002087,0.23431909,0.9880697727203369,0.9846851229667664,0.0069934726,0.25276017
0.30919862,0.43759322,0.45626205,0.2905298,0.01866883,0.14706343,0.9872832298278809,0.9799125790596008,-0.030150056,-0.056501746
0.37822467,0.40367728,0.49306858,0.28883338,0.08939129,0.114843905,0.990155816078186,0.9891153573989868,0.01313895,0.023613095
0.22137028,0.35360205,0.3631903,0.21178204,0.009588242,0.14182001,0.9798911213874817,0.9813489317893982,-0.0003476143,0.03650862
0.2586,0.39236313,0.44250542,0.20845771,0.05014229,0.18390542,0.9837726354598999,0.9858108162879944,0.045603573,0.10039121
0.24492788,0.51164776,0.51410526,0.24247038,0.0024574995,0.26917738,0.9844979643821716,0.9861504435539246,-0.045020342,0.22137165
0.3902974,0.5496315,0.5986283,0.3413006,0.048996806,0.20833087,0.9833905100822449,0.9876614809036255,0.07609582,0.24599248
0.23500973,0.42434263,0.47713476,0.1822176,0.052792132,0.24212503,0.9856694340705872,0.9862926602363586,0.00884521,0.11459708
0.2575252,0.45299983,0.4559464,0.25457865,0.0029465556,0.19842118,0.9870123863220215,0.9858024716377258,-0.004173398,0.2445069
0.25907665,0.29970318,0.43123502,0.12754482,0.13153183,0.17215836,0.9811743497848511,0.9784354567527771,0.0830915,0.12824875
0.1832611,0.36119312,0.3912832,0.153171,0.030090094,0.20802212,0.9868042469024658,0.9869523644447327,0.024980545,0.09915036
0.29003775,0.39162207,0.46354574,0.21811408,0.07192367,0.17350799,0.9857192039489746,0.9878144860267639,0.06614083,0.15819705
0.2686093,0.33612013,0.3837952,0.22093421,0.047675073,0.11518592,0.9861704707145691,0.9837213158607483,0.066379726,0.087117255
0.05365932,0.364538,0.32888407,0.08931327,-0.03565395,0.27522475,0.9866130948066711,0.98787921667099,-0.045823216,0.23361784
0.28989363,0.39361948,0.42363364,0.25987947,0.030014157,0.13374001,0.9824654459953308,0.982794463634491,0.01642561,0.12175202
0.33364594,0.46938115,0.49352723,0.30949986,0.02414608,0.1598813,0.9815846681594849,0.9858452677726746,0.08921212,0.16902506
0.35538197,0.46745682,0.57841474,0.24442405,0.11095792,0.22303277,0.9870193004608154,0.9872507452964783,0.115501404,0.23801827
0.3094405,0.38960797,0.50994164,0.18910682,0.12033367,0.20050114,0.9802935123443604,0.9839007258415222,0.14197361,0.1902811
0.13301873,0.32135922,0.34867358,0.10570437,0.027314365,0.21565485,0.9845964908599854,0.9878519773483276,-0.0076419115,0.14371806
0.2964872,0.31519562,0.4153663,0.19631654,0.10017067,0.11887908,0.9769557118415833,0.9810795187950134,0.11424267,0.116758704
0.313613,0.580153,0.58929336,0.30447263,0.009140372,0.27568036,0.9854753613471985,0.9814212322235107,0.02285999,0.2770037
0.34958547,0.4690147,0.5544132,0.26418698,0.085398495,0.20482773,0.9875769019126892,0.9882566928863525,0.04058945,0.23967141
0.38478678,0.54648787,0.6055523,0.32572234,0.059064448,0.22076553,0.9848101735115051,0.985297679901123,0.081351936,0.18380135
0.12375671,0.3397202,0.42730635,0.036170542,0.087586164,0.30354965,0.9871112108230591,0.9847766160964966,0.08661026,0.27567554
0.20638472,0.3334304,0.33574408,0.20407104,0.0023136735,0.12935936,0.9821378588676453,0.9843769073486328,0.039230168,0.0898543
0.39945304,0.425287,0.56141686,0.2633232,0.13612986,0.16196382,0.9895748496055603,0.9895722270011902,0.072101,0.1090433
0.25775224,0.35377944,0.44882447,0.16270721,0.09504503,0.19107223,0.9823665618896484,0.9822018146514893,0.0784359,0.110602856
0.34595352,0.43308645,0.475209,0.30383098,0.042122543,0.12925547,0.9891305565834045,0.9886478185653687,0.039404213,0.10429031
0.24444646,0.39138567,0.4415214,0.19431072,0.05013573,0.19707495,0.9884096384048462,0.9871919751167297,0.053568184,0.16090727
0.26081198,0.39999312,0.4321379,0.2286672,0.032144785,0.17132592,0.9877212643623352,0.9869731664657593,0.0004441738,0.05622506
0.17213231,0.35309482,0.38974935,0.13547778,0.036654532,0.21761703,0.9825008511543274,0.9854539632797241,-0.07929659,0.20484936
0.12835813,0.40249175,0.4471454,0.08370447,0.044653654,0.31878728,0.9857678413391113,0.981605052947998,-0.022482395,0.32662588
0.2286408,0.36482805,0.43174636,0.16172248,0.06691831,0.20310557,0.9842120409011841,0.9835742712020874,0.0226807,0.13604236
0.25261372,0.33549744,0.39592838,0.19218278,0.060430944,0.14331466,0.989486813545227,0.9884036183357239,0.060213268,0.15509927
0.28874683,0.44837922,0.4516387,0.28548735,0.00325948,0.16289186,0.9863720536231995,0.9855587482452393,0.0069997907,0.20823056
0.41000187,0.49646366,0.55103195,0.35543358,0.05456829,0.14103007,0.9862452149391174,0.9873210787773132,0.080779314,0.17839426
0.20934844,0.37025434,0.4137481,0.16585469,0.043493748,0.20439965,0.9883642196655273,0.9885205030441284,-0.0023005009,0.09016335
0.3046791,0.31112492,0.44506496,0.17073905,0.13394004,0.14038587,0.9821531176567078,0.9847947955131531,0.07313722,0.05247456
0.20940435,0.13132358,0.24742454,0.09330338,0.11610097,0.038020194,0.9863688945770264,0.9862886667251587,0.062000155,-0.17160654
0.27021337,0.37763965,0.4073786,0.2404744,0.029738963,0.13716525,0.9872865676879883,0.9872052073478699,-0.032977343,0.16537225
0.12508559,0.32657683,0.37392282,0.0777396,0.047345996,0.24883723,0.985531747341156,0.9836355447769165,0.048942447,0.19605833
0.29837632,0.5118817,0.5291376,0.28112042,0.017255902,0.23076129,0.9834598302841187,0.9869816899299622,0.036381602,0.23596811
0.23740542,0.4143182,0.4553399,0.19638371,0.041021705,0.21793449,0.9836254715919495,0.9813809394836426,0.062193155,0.18382776
0.41474903,0.49163157,0.513185,0.39319557,0.021553457,0.098436,0.9836101531982422,0.9845387935638428,0.05515343,0.1621173
0.18287963,0.30167615,0.36726052,0.117295265,0.06558436,0.18438089,0.9861685037612915,0.9877944588661194,0.0565148,0.072487116
0.2676081,0.44371176,0.47885936,0.2324605,0.035147607,0.21125126,0.9840335249900818,0.9862266778945923,0.04788679,0.20287871
0.39300847,0.4342969,0.53119576,0.29610962,0.096898854,0.13818729,0.9882634878158569,0.9881241321563721,0.06885636,0.089190304
0.33045512,0.40614283,0.5203915,0.21620643,0.11424869,0.1899364,0.9858683943748474,0.9882239699363708,0.08445364,0.14682585
0.18087578,0.34510583,0.3760423,0.1499393,0.03093648,0.19516653,0.9839058518409729,0.9861009120941162,0.033519983,0.21192443
0.3878461,0.38943738,0.46699792,0.31028557,0.077560544,0.07915181,0.987355649471283,0.9891257286071777,0.057297707,0.061011434
0.24472785,0.290946,0.38242537,0.15324849,0.09147936,0.13769752,0.9857626557350159,0.9876387715339661,0.045350015,0.02987343
0.4043464,0.39524454,0.46342576,0.3361652,0.06818122,0.05907935,0.9881687760353088,0.9883331060409546,0.07094598,0.14454323
