,correlation_score,r2_score,p_value
0,-0.007592545950124076,-0.00013327599,0.8973865036928231
1,-0.03563826040025735,-2.3841858e-07,0.544834234381129
2,-0.09728547429004408,-0.0023168325,0.09765012044314517
3,0.03715768315360576,0.0,0.5278100723672411
4,0.01778095378225193,-1.1920929e-07,0.7626225418912977
5,0.037086957900134526,0.0,0.5285964763660556
6,-0.006003646789373697,1.1920929e-07,0.9187767854186659
7,-0.05699132929613016,-0.006473422,0.33264373965879956
8,-0.052889965797646585,-0.0085965395,0.36866259503047927
9,-0.09629297733429022,0.0,0.10113481041755158
10,0.05451161165907118,0.0,0.3541419201063506
11,0.07444785213502549,0.0,0.20541390242507562
12,-0.015579565926744369,-1.1920929e-07,0.7912870545177559
13,0.03157822299722885,0.0,0.591613428508788
14,0.057260374236926155,0.0009172559,0.3303627220038219
15,-0.07181160414115853,-0.008179784,0.22196523826982656
16,-0.025987986386127968,-1.1920929e-07,0.6588595030203663
17,-0.10973886906911981,0.0,0.06153967544116324
18,0.07950490371052692,0.0012876987,0.17619731214012274
19,-0.021063365652312666,-1.1920929e-07,0.7204875282613619
20,0.0035249384616238225,0.0,0.9522573217349739
21,-0.02305371170530569,-0.0005580187,0.6953343680396731
22,0.08693827161812552,0.0,0.13901334633304996
23,0.12020924940389584,0.0,0.040439944324860415
24,0.032295786364603,0.0010405183,0.5832135450068452
25,-0.019260815462247446,-0.0041419268,0.7435309187302241
26,0.04326751576058318,0.0,0.46218350276497067
27,-0.04330077101924715,-0.0009009838,0.46183914952760674
28,-0.0003258012957142094,-0.0010796785,0.9955846625749263
29,0.011387103634587645,-0.008864403,0.8466303281742508
30,0.020689296620991986,0.00025129318,0.7252496179291041
31,0.020132768390968506,0.0,0.7323540602474523
32,-0.12147909203331567,-0.0019845963,0.038355534600981046
33,-0.015698120837219904,0.0,0.7897357795385614
34,0.13076438419661737,2.9802322e-07,0.025703737702138355
35,-0.08369121779678822,0.0,0.154440724351754
36,-0.041717319755155156,0.0,0.4783928128007029
37,0.08224713921112961,0.0012182593,0.16170377321803114
38,0.029312164550022266,0.0,0.6184960609269057
