,$X_1\beta \approx Y$,$X_2\beta \approx Y$,$X_1\beta \approx X_2$,$X_2\beta \approx X_1$,$X_1'\beta \approx Y$,$X_2'\beta \approx Y$
121,0.80162233,0.59245443,0.9906293749809265,0.9897405505180359,0.3534928,0.15384895
122,0.75917757,0.53479624,0.9812716841697693,0.9875143766403198,0.3416611,0.035808504
123,0.73733115,0.68950343,0.9887387156486511,0.9894323348999023,0.23285913,0.25122768
124,0.6931186,0.6179765,0.9853023886680603,0.9848508238792419,0.34328806,0.22666621
125,0.69888425,0.52948844,0.9838100671768188,0.9848746061325073,0.2134074,0.14949036
126,0.66551054,0.5190582,0.9869573712348938,0.9901700615882874,0.36959767,0.14481539
127,0.8082742,0.62661695,0.9855723977088928,0.984306812286377,0.27209795,0.07661158
128,0.7220071,0.496866,0.9865750670433044,0.9873062968254089,0.2723717,0.09489113
129,0.75251234,0.5075159,0.9821828603744507,0.9859602451324463,0.43258095,0.01112324
130,0.7384623,0.6824497,0.9842132925987244,0.9840572476387024,0.24969542,0.27641594
131,0.74855494,0.57002693,0.9845016598701477,0.9853084087371826,0.31977552,0.11064249
132,0.7439958,0.60793,0.978865385055542,0.9837026596069336,0.274859,0.30148566
133,0.7114649,0.5629253,0.9842936992645264,0.9856588244438171,0.29297167,0.08823836
134,0.78952754,0.59141016,0.9855230450630188,0.9872432351112366,0.35372657,0.062204123
135,0.6097956,0.5980768,0.9828383922576904,0.9872050285339355,0.15344262,0.019928753
136,0.77498066,0.5266914,0.9859031438827515,0.9855545163154602,0.32366312,0.11698526
137,0.75967133,0.5822734,0.9898906350135803,0.9901774525642395,0.33393514,0.16920745
138,0.71752524,0.65309584,0.9882267713546753,0.9872148036956787,0.19639301,0.22750372
139,0.7130166,0.667282,0.9834818243980408,0.9842315316200256,0.21968955,0.09783709
140,0.75867087,0.4993456,0.9869292974472046,0.9837427735328674,0.37201184,0.17196178
141,0.67462254,0.4314884,0.9825500249862671,0.9820883274078369,0.27784485,0.15348208
142,0.7369755,0.5915327,0.9889859557151794,0.9910210371017456,0.35043526,0.12290323
143,0.69127953,0.52896774,0.9823688268661499,0.9833985567092896,0.29032618,0.0703845
144,0.68388796,0.52757406,0.9861065745353699,0.988587498664856,0.16793722,0.10485309
145,0.7455282,0.5861831,0.9861244559288025,0.9855200052261353,0.28264594,0.07775718
146,0.68714297,0.68768203,0.990586519241333,0.9908015131950378,0.13944447,0.23293948
147,0.74919295,0.5677848,0.9845046401023865,0.9896082878112793,0.31803524,0.032373667
148,0.7072314,0.56972605,0.9844189882278442,0.9866297841072083,0.24270713,0.13538462
149,0.6794871,0.5322372,0.9852414727210999,0.9861774444580078,0.25806528,0.14620781
150,0.7498151,0.4997818,0.9871269464492798,0.9892520904541016,0.3665769,0.09227717
151,0.65339804,0.4928788,0.9889622926712036,0.9889998435974121,0.3083642,0.16328752
152,0.7871271,0.625119,0.9868323802947998,0.9868941307067871,0.38810384,0.041371465
153,0.63291705,0.56999564,0.9847046136856079,0.9879403114318848,0.15861064,0.16269827
154,0.651381,0.38494784,0.9823070764541626,0.9861753582954407,0.19617903,0.041271985
155,0.63768613,0.62218785,0.98426353931427,0.9834856986999512,0.23261052,0.07080859
156,0.7586282,0.53293926,0.9827183485031128,0.981894850730896,0.1634357,0.03625846
157,0.75549006,0.3762021,0.9821445941925049,0.9832258224487305,0.389764,0.008891821
158,0.8212231,0.65244794,0.9854357838630676,0.9887582659721375,0.36975986,0.19465613
159,0.72334284,0.5235344,0.9848762154579163,0.9855477213859558,0.29307586,0.082543194
160,0.767619,0.65746725,0.9875996708869934,0.98247230052948,0.27585173,0.23106551
161,0.7277059,0.70527095,0.9827408790588379,0.9869082570075989,0.25179738,0.18966126
162,0.7383399,0.6302206,0.9830212593078613,0.9840705990791321,0.19298291,0.09496993
163,0.7770682,0.6058787,0.9903527498245239,0.9901415109634399,0.2960685,0.15139163
164,0.75097317,0.64643204,0.9856581687927246,0.9857083559036255,0.2692483,0.09952259
165,0.7565744,0.62988204,0.987061083316803,0.9902247786521912,0.3234372,0.13538003
166,0.7477309,0.51984644,0.9872737526893616,0.9811934232711792,0.34629142,0.13324368
167,0.7653823,0.5372572,0.9877822995185852,0.9904283881187439,0.29297107,0.2682088
168,0.6610715,0.4858148,0.9810174107551575,0.9834485054016113,0.1689499,0.07251483
169,0.7178098,0.6123127,0.9862111210823059,0.985453188419342,0.28357595,0.09006691
170,0.73160386,0.60824734,0.9875858426094055,0.9893677830696106,0.30235273,0.14253968
171,0.73410696,0.5902723,0.9890995025634766,0.9846030473709106,0.24359065,0.11834365
172,0.6914072,0.53655213,0.9897847771644592,0.9875956177711487,0.09030652,0.12485361
173,0.71917063,0.6865617,0.9845885038375854,0.9859885573387146,0.32109928,0.23415458
174,0.72653586,0.63432574,0.9840774536132812,0.9836125373840332,0.21991646,0.17345393
175,0.719978,0.72218674,0.9863324761390686,0.9848377704620361,0.1936686,0.20465827
176,0.703653,0.5454267,0.9817812442779541,0.9808328151702881,0.35496533,0.03722489
177,0.80186236,0.6133697,0.9872234463691711,0.9842085838317871,0.4321189,0.14518464
178,0.7597444,0.53075916,0.9866657257080078,0.9853928685188293,0.31054038,0.08103466
179,0.738053,0.629505,0.9887340068817139,0.9888979196548462,0.22290778,0.19162422
180,0.7415764,0.6409752,0.9902350306510925,0.983744740486145,0.3558337,0.13811338
181,0.7496636,0.6621345,0.9853578209877014,0.9843918085098267,0.22709179,0.15050137
182,0.74696887,0.5491432,0.9854761362075806,0.9844648241996765,0.31574613,0.029478788
