,$X_1$,$X_2$,$X_1'_{ridge}$,$X_2'_{ridge}$,$X_1'_{OLS}$,$X_2'_{OLS}$
250,0.70933527,0.4157961,0.4204678,0.14093757,0.38550538,0.14089239
251,0.7190672,0.41593254,0.3289051,0.14368343,0.29242444,0.13882923
252,0.7720845,0.43241984,0.37915152,0.18133116,0.38654757,0.1752333
253,0.7199612,0.29670697,0.43874073,0.19018805,0.40719807,0.18975449
254,0.6911447,0.47542655,0.388884,0.17471433,0.33460623,0.16394347
255,0.74125206,0.47594142,0.42393285,0.21185195,0.37869877,0.19597632
256,0.6527097,0.38238615,0.4592808,0.09389502,0.45544142,0.101445675
257,0.7174506,0.43488526,0.4280926,0.24456286,0.43703985,0.2447164
258,0.77146,0.54604447,0.3253001,0.18013239,0.31803936,0.18063575
259,0.7679036,0.48999423,0.50131035,0.11005831,0.50256264,0.10776955
260,0.7186438,0.4773863,0.43622482,0.19852012,0.38936305,0.20342332
261,0.65463144,0.42326504,0.38042545,0.19386399,0.35308802,0.19857013
262,0.73854387,0.4932313,0.44428504,0.10111374,0.46333802,0.0860976
263,0.6800806,0.35782456,0.35787958,0.24201316,0.31590486,0.2293405
264,0.6129093,0.4453621,0.40063995,0.1144107,0.34556216,0.08986473
265,0.72481096,0.34437805,0.5062233,0.00798744,0.48108637,0.019338608
266,0.73948824,0.17225558,0.42300767,0.06112504,0.4205221,0.056601465
267,0.8004656,0.3680095,0.48579687,0.025356054,0.44720793,0.03349948
268,0.7358821,0.5209028,0.4820754,0.23955971,0.47460037,0.2509734
269,0.76821744,0.4495772,0.39545548,0.081731796,0.38404387,0.07277024
270,0.7281076,0.3795995,0.39419186,0.031246781,0.36240917,0.008618414
271,0.7521502,0.4350381,0.46884823,0.1418587,0.46053308,0.14582038
272,0.57672715,0.47085816,0.20903271,0.18413842,0.21915638,0.1876846
273,0.6797541,0.49621123,0.44368887,0.115840495,0.40231222,0.13563585
274,0.602687,0.36235505,0.27583486,0.2427364,0.2604558,0.2305665
275,0.84806633,0.46168506,0.5123976,0.03459698,0.5002577,0.024694085
276,0.6615049,0.46430403,0.40030634,0.1617263,0.4014995,0.1558845
277,0.7323761,0.51974833,0.2997778,0.19731319,0.2747758,0.1839149
278,0.7679653,0.28446215,0.45432615,0.11716014,0.42390501,0.10793704
279,0.68949974,0.44823056,0.36938703,0.21993852,0.36194777,0.21288335
280,0.7277497,0.45035464,0.5009274,0.18243688,0.48938274,0.19968092
281,0.72080386,0.39251316,0.52660424,0.24613822,0.54013234,0.25920975
282,0.7876204,0.3214048,0.54116,0.14181119,0.5227496,0.1693027
283,0.76339555,0.3993615,0.45778835,0.19577593,0.45747793,0.19548619
284,0.722284,0.38521618,0.340043,0.18441176,0.31574154,0.1744281
285,0.73799485,0.43421853,0.34083974,0.18070573,0.35552633,0.19808072
286,0.7339108,0.43400759,0.43325192,0.18866187,0.4100132,0.19828743
287,0.7438338,0.44944423,0.41659194,0.025867224,0.4217139,0.016859353
288,0.7270694,0.46683508,0.42634737,0.18155485,0.40051448,0.1664657
289,0.6717422,0.47437817,0.37286258,0.14669245,0.3575639,0.15716398
290,0.7158986,0.43234622,0.446289,0.1490938,0.44047666,0.15932411
291,0.7369116,0.36433005,0.3596666,0.109859884,0.3348226,0.106441975
292,0.7109078,0.5108317,0.32937688,0.22876519,0.3023345,0.17906922
293,0.76840246,0.5397779,0.37435174,0.21450603,0.36179936,0.2017101
294,0.72244036,0.44274783,0.3895887,0.17508304,0.35884225,0.18526942
295,0.6898124,0.40277153,0.40742952,0.04080236,0.36793405,0.031514525
296,0.7873109,0.37913257,0.574445,0.15177399,0.5640358,0.15980804
297,0.6055119,0.5145974,0.1950013,0.18126643,0.12728155,0.1978702
298,0.79558545,0.2978652,0.5506036,0.11800933,0.5654498,0.12470049
299,0.7323955,0.43330175,0.39708537,0.12584639,0.39323455,0.120893896
300,0.70314586,0.3461886,0.3791452,0.12902701,0.323263,0.159675
301,0.68811005,0.46561903,0.37966925,0.25413203,0.36022466,0.25596523
302,0.6671008,0.40188998,0.3908168,0.10048449,0.36423635,0.105041444
303,0.7245513,0.36628556,0.4547398,0.13227999,0.45047444,0.0938974
304,0.7292594,0.38890082,0.3976729,0.09375787,0.3967532,0.108423114
305,0.5123451,0.3613851,0.25744134,0.2474525,0.18292642,0.2296986
306,0.7154125,0.2733751,0.50333697,0.13393456,0.47499883,0.099027574
307,0.71633184,0.4352864,0.33828312,0.07405937,0.32257915,0.05001986
308,0.8035814,0.37253344,0.5686065,0.100435495,0.5738032,0.08817923
309,0.7642131,0.47174317,0.4916734,0.19865936,0.47417718,0.20169544
310,0.80864525,0.33220625,0.49885297,0.03008616,0.50095975,0.012688279
311,0.7184877,0.4190619,0.4406851,0.15475708,0.4722075,0.15262955
312,0.7936292,0.37312365,0.43225026,0.136657,0.42501307,0.1312148
313,0.7595569,0.46677893,0.5581384,0.19281095,0.5541747,0.19247556
314,0.69795775,0.41765183,0.4633609,0.21344864,0.4675519,0.20600241
315,0.6982087,0.3322972,0.50713897,-0.019466639,0.5201124,-0.030451775
316,0.73863006,0.5343723,0.4370255,0.12833989,0.43925053,0.11423302
317,0.79532135,0.49643207,0.40605408,0.14135325,0.3867858,0.14900643
318,0.7583686,0.15928608,0.4388256,0.12626511,0.48204768,0.13535285
319,0.71824205,0.5018475,0.5560367,0.23279858,0.5149779,0.23755676
320,0.70292825,0.35582137,0.44205076,0.12121761,0.3966406,0.12599778
321,0.7499684,0.41130447,0.49093074,0.12257773,0.4627918,0.12134546
322,0.7150802,0.43706155,0.41447097,0.13117844,0.39858818,0.12333596
323,0.71120036,0.44803363,0.4117658,0.17666805,0.4261474,0.17288893
324,0.77983856,0.47438008,0.35866278,0.09747523,0.37840468,0.10610092
325,0.73387563,0.5372008,0.5054847,0.27175152,0.49049354,0.2741686
326,0.6407828,0.506544,0.4302997,0.21792442,0.40836698,0.22357112
327,0.6801686,0.55676925,0.31191087,0.22745872,0.3271696,0.22666812
328,0.6991461,0.2922765,0.49873024,0.018118799,0.48811877,0.007920563
329,0.69450974,0.41859686,0.35137874,0.015746534,0.35349268,0.007151246
330,0.68040097,0.47894645,0.3290071,0.21495122,0.3489424,0.22484505
331,0.7167437,0.44751352,0.50618315,0.13044196,0.5001601,0.112009645
332,0.7235291,0.40627122,0.5123781,0.22892469,0.51499903,0.22357142
333,0.7445111,0.43966585,0.3970977,0.120778084,0.36923963,0.13641453
334,0.7200838,0.5614914,0.429276,0.21233654,0.4029091,0.22792691
335,0.79886335,0.57135177,0.5143914,0.15402228,0.49811906,0.15560418
336,0.662334,0.39783198,0.32740098,0.14056677,0.33388233,0.13418245
337,0.72865653,0.51174825,0.40076166,0.22418737,0.35561806,0.22213125
338,0.6940415,0.45828068,0.31393248,0.029692352,0.29007685,0.026007175
339,0.66182816,0.25191516,0.4995439,0.12639397,0.522882,0.14473456
340,0.726393,0.47114033,0.3819977,0.12809604,0.3492993,0.13882631
341,0.6897105,0.35035527,0.33358186,0.085897386,0.31978762,0.0464741
342,0.73445106,0.37132418,0.49476272,0.14728296,0.4453302,0.14064854
343,0.74477124,0.4955153,0.44663626,0.10705328,0.45090204,0.12631053
344,0.7618345,0.33010906,0.60667324,0.20980698,0.5716902,0.20468557
345,0.77653384,0.48615336,0.4099784,0.112114966,0.4042781,0.09123647
346,0.73897785,0.46669602,0.41392285,0.16960996,0.38913155,0.14762163
347,0.68638206,0.48763877,0.31112713,0.18722427,0.2974102,0.18971586
348,0.7573964,0.56235605,0.4568786,0.23343992,0.4570499,0.2370981
349,0.6685801,0.38946384,0.3373217,0.12376326,0.28786558,0.12008983
350,0.7530898,0.40992725,0.53535473,0.1640318,0.5203753,0.16518694
351,0.65845644,0.33952427,0.28806335,0.13270438,0.2606988,0.14453602
352,0.7909998,0.4379778,0.442159,0.11435974,0.45310163,0.099728405
353,0.6541306,0.42438543,0.43595487,0.22968262,0.42199302,0.2387535
354,0.7442958,0.51253897,0.42742777,0.10233146,0.40701115,0.08646268
355,0.80283654,0.49106205,0.54273677,0.15063417,0.53227204,0.15581572
356,0.7251228,0.42598784,0.40856653,0.14055121,0.42859423,0.14417028
357,0.7855884,0.4665336,0.41902876,0.07400459,0.40344447,0.06432909
358,0.78847384,0.4555164,0.46166146,0.12475771,0.43330145,0.12809604
