,$X_1\beta \approx Y$,$X_2\beta \approx Y$,$X_1\beta \approx X_2$,$X_2\beta \approx X_1$,$X_1'\beta \approx Y$,$X_2'\beta \approx Y$,$X_1'$,$X_2'$
17,0.5447844,0.58252096,0.986677885055542,0.9865897297859192,0.24334198,0.32387775,0.24334198,0.32387775
18,0.59140944,0.6766843,0.9846356511116028,0.9823737144470215,0.18042141,0.38079554,0.18042141,0.38079554
19,0.45491457,0.620849,0.982544481754303,0.9806580543518066,0.01646638,0.23867399,0.01646638,0.23867399
20,0.51960874,0.5908689,0.9854866862297058,0.9859456419944763,0.19540453,0.20913708,0.19540453,0.20913708
21,0.59306496,0.52969825,0.9862231612205505,0.9892792701721191,0.327924,0.30522043,0.327924,0.30522043
22,0.5804581,0.56601185,0.9904289245605469,0.9868853092193604,0.35179782,0.35640407,0.35179782,0.35640407
23,0.6643456,0.61889404,0.9819678664207458,0.9852211475372314,0.39071137,0.31701803,0.39071137,0.31701803
24,0.5150472,0.6139794,0.9797957539558411,0.9792470932006836,0.11979705,0.34425664,0.11979705,0.34425664
25,0.551294,0.4084466,0.98745197057724,0.9858283996582031,0.21258128,0.19714862,0.21258128,0.19714862
26,0.6447737,0.6134263,0.9878362417221069,0.9878000617027283,0.33364916,0.19207472,0.33364916,0.19207472
27,0.60744953,0.51546365,0.9877126812934875,0.9868128299713135,0.4039806,0.26590717,0.4039806,0.26590717
28,0.5651352,0.56365407,0.9816734790802002,0.9839255809783936,0.16271734,0.3662777,0.16271734,0.3662777
29,0.4812023,0.5641243,0.9865759611129761,0.9874223470687866,0.29388618,0.28305686,0.29388618,0.28305686
30,0.551836,0.57687414,0.985546350479126,0.9829277396202087,0.18712264,0.39796185,0.18712264,0.39796185
31,0.5392685,0.60641885,0.9891261458396912,0.9857648015022278,0.3058349,0.26285458,0.3058349,0.26285458
32,0.5712481,0.49809426,0.9897581338882446,0.993088960647583,0.17078912,0.021869004,0.17078912,0.021869004
33,0.7263626,0.5544866,0.9845731258392334,0.9862549901008606,0.40424806,0.16797644,0.40424806,0.16797644
34,0.6001494,0.57796425,0.9876540899276733,0.9875208139419556,0.28114933,0.29317045,0.28114933,0.29317045
35,0.5189196,0.4987629,0.9885320067405701,0.9871716499328613,0.19915777,0.23411262,0.19915777,0.23411262
36,0.5220968,0.5194733,0.9859558343887329,0.9852729439735413,0.42476082,0.23830992,0.42476082,0.23830992
37,0.59544814,0.587782,0.9786365032196045,0.9812980890274048,0.20227915,0.23985451,0.20227915,0.23985451
38,0.5600934,0.6283675,0.9852392673492432,0.9867633581161499,0.30398887,0.3947906,0.30398887,0.3947906
39,0.47660494,0.5883161,0.9821867346763611,0.9838683605194092,0.23555142,0.22913826,0.23555142,0.22913826
40,0.56262773,0.42497057,0.9902254343032837,0.989722728729248,0.17156208,0.11330724,0.17156208,0.11330724
41,0.67741454,0.6687344,0.981663703918457,0.98259037733078,0.33701766,0.22236758,0.33701766,0.22236758
42,0.64467037,0.63221,0.9812486171722412,0.9839875102043152,0.37369,0.20879662,0.37369,0.20879662
43,0.65646666,0.5771772,0.9907519221305847,0.9880489706993103,0.3134153,0.26003098,0.3134153,0.26003098
44,0.5719197,0.5827981,0.9836697578430176,0.984948992729187,0.3428405,0.29076403,0.3428405,0.29076403
45,0.5550189,0.6187339,0.9765082001686096,0.9815371036529541,0.30424172,0.30724806,0.30424172,0.30724806
46,0.5793902,0.4177946,0.9894804358482361,0.9895044565200806,0.29861915,0.09882897,0.29861915,0.09882897
47,0.4307453,0.63237894,0.9893998503684998,0.9856751561164856,0.17159045,0.36568427,0.17159045,0.36568427
48,0.507546,0.6289588,0.9900684952735901,0.9893497228622437,0.15811592,0.2299462,0.15811592,0.2299462
49,0.6643368,0.5686362,0.990261435508728,0.9882280826568604,0.41932333,0.2498321,0.41932333,0.2498321
50,0.59297085,0.5708742,0.9902991056442261,0.9886435270309448,0.18107206,0.32295114,0.18107206,0.32295114
51,0.46255904,0.5363246,0.984577476978302,0.9852756261825562,0.24014097,0.19259131,0.24014097,0.19259131
52,0.579087,0.5471654,0.9915409684181213,0.9882552623748779,0.27971452,0.21163648,0.27971452,0.21163648
53,0.6305779,0.5802145,0.9818607568740845,0.9866653084754944,0.23711884,0.2406643,0.23711884,0.2406643
54,0.66387665,0.549878,0.9862703680992126,0.9863919615745544,0.39681262,0.25671762,0.39681262,0.25671762
55,0.58802795,0.6047261,0.9912945628166199,0.9885578155517578,0.40722817,0.3147378,0.40722817,0.3147378
56,0.5660553,0.5062604,0.9862580299377441,0.9861620664596558,0.27548718,0.38883013,0.27548718,0.38883013
57,0.5931561,0.55011463,0.9841111898422241,0.9831793308258057,0.094981015,0.33754414,0.094981015,0.33754414
58,0.53109133,0.6080177,0.9880012273788452,0.9852883815765381,0.22355086,0.3537016,0.22355086,0.3537016
59,0.62202805,0.5888326,0.9873634576797485,0.9803414940834045,0.27607477,0.07511413,0.27607477,0.07511413
60,0.58405244,0.5095059,0.9903463125228882,0.9893995523452759,0.15205914,0.16797912,0.15205914,0.16797912
61,0.54187936,0.5197704,0.9801416397094727,0.982158362865448,0.30127734,0.15659511,0.30127734,0.15659511
62,0.6003978,0.5547875,0.9842346906661987,0.986321747303009,0.3562864,0.24736619,0.3562864,0.24736619
63,0.50355375,0.60128725,0.9846867918968201,0.9861722588539124,0.15837431,0.3062837,0.15837431,0.3062837
64,0.6402795,0.6334022,0.9838362336158752,0.988298773765564,0.30644715,0.3403579,0.30644715,0.3403579
65,0.41000974,0.5740119,0.9861938953399658,0.9867523312568665,0.13920212,0.22477585,0.13920212,0.22477585
66,0.586249,0.66522527,0.9876300096511841,0.9861249923706055,0.19419545,0.3788051,0.19419545,0.3788051
67,0.5842781,0.41451377,0.9814224243164062,0.9797052145004272,0.37260818,0.2068615,0.37260818,0.2068615
68,0.5514642,0.5964372,0.9871839880943298,0.9877719283103943,0.3704645,0.20034492,0.3704645,0.20034492
69,0.56735873,0.5328543,0.9860203266143799,0.9883251786231995,0.37356365,0.28914845,0.37356365,0.28914845
70,0.6143172,0.5954467,0.9862737655639648,0.9841903448104858,0.3311504,0.2563268,0.3311504,0.2563268
71,0.45264626,0.6376171,0.9869650602340698,0.9883840084075928,0.16395259,0.3969311,0.16395259,0.3969311
72,0.57568413,0.56664824,0.9833074808120728,0.9837163686752319,0.253753,0.26098686,0.253753,0.26098686
73,0.62747896,0.64573455,0.9824323058128357,0.9857519865036011,0.39108282,0.3356585,0.39108282,0.3356585
74,0.64560914,0.56112874,0.9879320859909058,0.9870520234107971,0.35862458,0.3214171,0.35862458,0.3214171
75,0.6526004,0.5503195,0.9810765981674194,0.9840913414955139,0.46955913,0.29831666,0.46955913,0.29831666
76,0.6046927,0.4971959,0.984774649143219,0.9881231784820557,0.40092045,0.26962262,0.40092045,0.26962262
77,0.64432955,0.54366744,0.9777390956878662,0.9818720817565918,0.38016617,0.31455052,0.38016617,0.31455052
78,0.5976329,0.70293295,0.9862850904464722,0.9815664291381836,0.2649948,0.38149947,0.2649948,0.38149947
79,0.6132417,0.62965673,0.9882109761238098,0.9885104298591614,0.2400831,0.34857428,0.2400831,0.34857428
80,0.59819114,0.624083,0.9857068657875061,0.9855613112449646,0.34356314,0.3415922,0.34356314,0.3415922
81,0.5027976,0.47663867,0.987540066242218,0.9858309626579285,0.3540234,0.3079871,0.3540234,0.3079871
82,0.61197627,0.6299696,0.9835601449012756,0.9848384261131287,0.31206268,0.32358277,0.31206268,0.32358277
83,0.6164186,0.5332076,0.9891394972801208,0.9899749755859375,0.27388895,0.24689949,0.27388895,0.24689949
84,0.5529344,0.5227462,0.9833501577377319,0.9819858074188232,0.3141415,0.14196825,0.3141415,0.14196825
85,0.6290348,0.6330173,0.989176332950592,0.9886627793312073,0.24432641,0.22080946,0.24432641,0.22080946
86,0.55941164,0.5740719,0.9881325364112854,0.9875229001045227,0.33292454,0.29779178,0.33292454,0.29779178
87,0.53410137,0.5980586,0.988086998462677,0.9870704412460327,0.25627542,0.20816296,0.25627542,0.20816296
88,0.48127776,0.5694487,0.9837222099304199,0.9864150285720825,0.060990572,0.34459966,0.060990572,0.34459966
89,0.4522667,0.58358765,0.9866865277290344,0.9817331433296204,0.12590206,0.432981,0.12590206,0.432981
90,0.55420756,0.55252004,0.9843683242797852,0.9847343564033508,0.2829296,0.26437896,0.2829296,0.26437896
91,0.5698318,0.58372724,0.9895235300064087,0.9886815547943115,0.2939958,0.32549268,0.2939958,0.32549268
92,0.61949927,0.6271032,0.9870505332946777,0.9858012199401855,0.27141786,0.27927744,0.27141786,0.27927744
93,0.67271674,0.65900695,0.9863336682319641,0.9875079989433289,0.27301317,0.3277222,0.27301317,0.3277222
94,0.493326,0.5145261,0.9887273907661438,0.9891688823699951,0.19357097,0.14952832,0.19357097,0.14952832
95,0.6054145,0.428644,0.9828361868858337,0.9850597977638245,0.3124202,0.08035976,0.3124202,0.08035976
96,0.51629686,0.4296313,0.9866024255752563,0.9863614439964294,0.3042376,0.04284537,0.3042376,0.04284537
97,0.53991604,0.6185395,0.987693727016449,0.9877442121505737,0.08262718,0.36413723,0.08262718,0.36413723
98,0.48216075,0.53511465,0.9865617156028748,0.9844067692756653,0.28990096,0.30376762,0.28990096,0.30376762
99,0.5632435,0.6811063,0.984058678150177,0.9867432117462158,0.2627393,0.331459,0.2627393,0.331459
100,0.57592255,0.57131207,0.9841017723083496,0.9825893044471741,0.35508972,0.27954215,0.35508972,0.27954215
101,0.6837752,0.6709761,0.9842343926429749,0.9854215383529663,0.34326375,0.35231322,0.34326375,0.35231322
102,0.56379825,0.480007,0.9869077801704407,0.9876911640167236,0.35506642,0.19726467,0.35506642,0.19726467
103,0.6055814,0.6130067,0.9851370453834534,0.9864225387573242,0.32140803,0.32953483,0.32140803,0.32953483
104,0.60917014,0.5634189,0.9886964559555054,0.9887076020240784,0.28941977,0.22587991,0.28941977,0.22587991
105,0.63156193,0.56977284,0.9862902760505676,0.9886388182640076,0.36847758,0.21504271,0.36847758,0.21504271
106,0.5563922,0.620113,0.9846503734588623,0.9862948060035706,0.29638875,0.37177742,0.29638875,0.37177742
107,0.6601482,0.47742736,0.9878764748573303,0.9895733594894409,0.33609772,0.1939128,0.33609772,0.1939128
108,0.51618004,0.5653584,0.9863345623016357,0.9876893162727356,0.1953457,0.22212505,0.1953457,0.22212505
109,0.64722544,0.62837064,0.9884121417999268,0.9889042377471924,0.29202592,0.40447587,0.29202592,0.40447587
110,0.57060695,0.6750257,0.9859932065010071,0.988312840461731,0.11917108,0.26570618,0.11917108,0.26570618
111,0.58204997,0.6229702,0.9860589504241943,0.9857184290885925,0.27756166,0.3163126,0.27756166,0.3163126
112,0.6252661,0.6944697,0.9788178205490112,0.982816219329834,0.23649418,0.34316474,0.23649418,0.34316474
113,0.614143,0.5911577,0.9794877171516418,0.9732571840286255,0.37232298,0.32387787,0.37232298,0.32387787
114,0.58393455,0.6304575,0.9890999794006348,0.9886043071746826,0.25151885,0.33687675,0.25151885,0.33687675
115,0.67655206,0.60137105,0.985467255115509,0.9877476096153259,0.44933707,0.2614599,0.44933707,0.2614599
116,0.6199789,0.59157443,0.9855947494506836,0.9804479479789734,0.27510506,0.27734017,0.27510506,0.27734017
117,0.53626525,0.49435174,0.988913357257843,0.9872143268585205,0.21451283,0.25356853,0.21451283,0.25356853
118,0.58266675,0.5558276,0.984576940536499,0.9868649244308472,0.2679795,0.4062181,0.2679795,0.4062181
119,0.6192994,0.57096946,0.9858073592185974,0.9837298393249512,0.34144253,0.28429782,0.34144253,0.28429782
120,0.5627178,0.61627233,0.9836264252662659,0.9848467111587524,0.15754634,0.27541876,0.15754634,0.27541876
121,0.67667127,0.5863973,0.9906293749809265,0.9897405505180359,0.37516743,0.295991,0.37516743,0.295991
122,0.6011055,0.5160773,0.9812716841697693,0.9875143766403198,0.35325676,0.17015809,0.35325676,0.17015809
123,0.6024082,0.69179946,0.9887387156486511,0.9894323348999023,0.2556165,0.406555,0.2556165,0.406555
124,0.532011,0.64190274,0.9853023886680603,0.9848508238792419,0.3447333,0.40811265,0.3447333,0.40811265
125,0.5463489,0.54154116,0.9838100671768188,0.9848746061325073,0.23059756,0.3074838,0.23059756,0.3074838
126,0.5122754,0.5284818,0.9869573712348938,0.9901700615882874,0.3633898,0.3093093,0.3633898,0.3093093
127,0.66494966,0.58942986,0.9855723977088928,0.984306812286377,0.26119417,0.18195057,0.26119417,0.18195057
128,0.5383805,0.48940504,0.9865750670433044,0.9873062968254089,0.27061194,0.24859798,0.27061194,0.24859798
129,0.610114,0.49661762,0.9821828603744507,0.9859602451324463,0.4213062,0.1466276,0.4213062,0.1466276
130,0.59334815,0.69540745,0.9842132925987244,0.9840572476387024,0.23568052,0.43278486,0.23568052,0.43278486
131,0.5979806,0.56872416,0.9845016598701477,0.9853084087371826,0.3265409,0.25842392,0.3265409,0.25842392
132,0.6030774,0.64281577,0.978865385055542,0.9837026596069336,0.30496222,0.47747684,0.30496222,0.47747684
133,0.5334153,0.5450151,0.9842936992645264,0.9856588244438171,0.25427866,0.21883863,0.25427866,0.21883863
134,0.64459604,0.5653757,0.9855230450630188,0.9872432351112366,0.35760283,0.17916793,0.35760283,0.17916793
135,0.3881849,0.5901575,0.9828383922576904,0.9872050285339355,0.118303716,0.19120765,0.118303716,0.19120765
136,0.6667385,0.5076507,0.9859031438827515,0.9855545163154602,0.3369419,0.22101492,0.3369419,0.22101492
137,0.6090486,0.5937978,0.9898906350135803,0.9901774525642395,0.32168978,0.31735784,0.32168978,0.31735784
138,0.55117047,0.66225576,0.9882267713546753,0.9872148036956787,0.18192941,0.39078456,0.18192941,0.39078456
139,0.5501816,0.64761806,0.9834818243980408,0.9842315316200256,0.21677476,0.23143226,0.21677476,0.23143226
140,0.62205523,0.5162787,0.9869292974472046,0.9837427735328674,0.4276123,0.33875638,0.4276123,0.33875638
141,0.52135515,0.45068997,0.9825500249862671,0.9820883274078369,0.28436226,0.3027076,0.28436226,0.3027076
142,0.5961739,0.5969422,0.9889859557151794,0.9910210371017456,0.36079854,0.28568232,0.36079854,0.28568232
143,0.5077627,0.5333389,0.9823688268661499,0.9833985567092896,0.27038813,0.224644,0.27038813,0.224644
144,0.5060119,0.5199686,0.9861065745353699,0.988587498664856,0.122921824,0.23467112,0.122921824,0.23467112
145,0.56248045,0.58557117,0.9861244559288025,0.9855200052261353,0.29568666,0.25342733,0.29568666,0.25342733
146,0.5031293,0.70159703,0.990586519241333,0.9908015131950378,0.1354273,0.41373956,0.1354273,0.41373956
147,0.57595885,0.53263175,0.9845046401023865,0.9896082878112793,0.28433573,0.1424421,0.28433573,0.1424421
148,0.5375516,0.5729029,0.9844189882278442,0.9866297841072083,0.24655259,0.29628873,0.24655259,0.29628873
149,0.51603293,0.5488559,0.9852414727210999,0.9861774444580078,0.25341415,0.30636257,0.25341415,0.30636257
150,0.5851155,0.50572646,0.9871269464492798,0.9892520904541016,0.33903837,0.22812617,0.33903837,0.22812617
151,0.4938367,0.50665975,0.9889622926712036,0.9889998435974121,0.2887256,0.30871797,0.2887256,0.30871797
152,0.63639927,0.6056794,0.9868323802947998,0.9868941307067871,0.38512725,0.17211092,0.38512725,0.17211092
153,0.42830127,0.5913936,0.9847046136856079,0.9879403114318848,0.17522502,0.36643344,0.17522502,0.36643344
154,0.4635151,0.38467288,0.9823070764541626,0.9861753582954407,0.21520716,0.18745232,0.21520716,0.18745232
155,0.4482525,0.61051905,0.98426353931427,0.9834856986999512,0.20400149,0.21698529,0.20400149,0.21698529
156,0.5824579,0.5090313,0.9827183485031128,0.981894850730896,0.15213442,0.15760595,0.15213442,0.15760595
157,0.61936355,0.36986834,0.9821445941925049,0.9832258224487305,0.39885002,0.12516266,0.39885002,0.12516266
158,0.70503056,0.6433149,0.9854357838630676,0.9887582659721375,0.36763483,0.3178944,0.36763483,0.3178944
159,0.55016553,0.5156746,0.9848762154579163,0.9855477213859558,0.27271926,0.22162288,0.27271926,0.22162288
160,0.6416904,0.6636617,0.9875996708869934,0.98247230052948,0.29768682,0.38477713,0.29768682,0.38477713
161,0.56362164,0.7023582,0.9827408790588379,0.9869082570075989,0.24102402,0.34615874,0.24102402,0.34615874
162,0.56929183,0.61876595,0.9830212593078613,0.9840705990791321,0.19141084,0.24411601,0.19141084,0.24411601
163,0.61960834,0.6036427,0.9903527498245239,0.9901415109634399,0.28319746,0.29548925,0.28319746,0.29548925
164,0.5874381,0.6338254,0.9856581687927246,0.9857083559036255,0.27621412,0.26208544,0.27621412,0.26208544
165,0.6122633,0.61658895,0.987061083316803,0.9902247786521912,0.3225636,0.2713446,0.3225636,0.2713446
166,0.5932746,0.53444505,0.9872737526893616,0.9811934232711792,0.33954936,0.28701067,0.33954936,0.28701067
167,0.6251186,0.5649909,0.9877822995185852,0.9904283881187439,0.29911363,0.4225862,0.29911363,0.4225862
168,0.4707979,0.49009633,0.9810174107551575,0.9834485054016113,0.15114266,0.23688364,0.15114266,0.23688364
169,0.5395309,0.6025841,0.9862111210823059,0.985453188419342,0.27018094,0.24197602,0.27018094,0.24197602
170,0.5809592,0.60251087,0.9875858426094055,0.9893677830696106,0.30621034,0.29850888,0.30621034,0.29850888
171,0.55830705,0.5800774,0.9890995025634766,0.9846030473709106,0.24912667,0.27378917,0.24912667,0.27378917
172,0.51652443,0.5190089,0.9897847771644592,0.9875956177711487,0.112418294,0.27438283,0.112418294,0.27438283
173,0.5701535,0.69866014,0.9845885038375854,0.9859885573387146,0.2985195,0.3965193,0.2985195,0.3965193
174,0.54610664,0.64373213,0.9840774536132812,0.9836125373840332,0.21400404,0.34913927,0.21400404,0.34913927
175,0.5547559,0.7251704,0.9863324761390686,0.9848377704620361,0.20190924,0.37484968,0.20190924,0.37484968
176,0.50899684,0.5327089,0.9817812442779541,0.9808328151702881,0.35096186,0.184452,0.35096186,0.184452
177,0.66858673,0.6115452,0.9872234463691711,0.9842085838317871,0.42328233,0.2839108,0.42328233,0.2839108
178,0.6035716,0.5189738,0.9866657257080078,0.9853928685188293,0.3135125,0.21312869,0.3135125,0.21312869
179,0.58703816,0.6351816,0.9887340068817139,0.9888979196548462,0.2382412,0.35345912,0.2382412,0.35345912
180,0.58161414,0.63343155,0.9902350306510925,0.983744740486145,0.3304888,0.28157496,0.3304888,0.28157496
181,0.58842444,0.6608894,0.9853578209877014,0.9843918085098267,0.25724304,0.32005137,0.25724304,0.32005137
182,0.5831338,0.5382897,0.9854761362075806,0.9844648241996765,0.30803955,0.17545038,0.30803955,0.17545038
183,0.5925579,0.65535045,0.9846539497375488,0.9849182367324829,0.28492802,0.43084514,0.28492802,0.43084514
184,0.58825386,0.52208614,0.9849813580513,0.9835889339447021,0.20701575,0.30826676,0.20701575,0.30826676
185,0.5855989,0.52843255,0.9864786863327026,0.9869856834411621,0.17236775,0.28394258,0.17236775,0.28394258
186,0.613752,0.43138105,0.9830471277236938,0.982480525970459,0.38669217,0.2601422,0.38669217,0.2601422
187,0.5349227,0.56017286,0.9894106388092041,0.988852322101593,0.19643009,0.28303295,0.19643009,0.28303295
188,0.6114422,0.53545773,0.9818745255470276,0.9800143837928772,0.2818604,0.2606722,0.2818604,0.2606722
189,0.6402266,0.65410775,0.987250566482544,0.9877744913101196,0.3550619,0.4316237,0.3550619,0.4316237
190,0.59841776,0.6415166,0.9888927936553955,0.9859557151794434,0.36776215,0.25271326,0.36776215,0.25271326
191,0.5788282,0.64419293,0.9880236387252808,0.9865121245384216,0.19929892,0.24666762,0.19929892,0.24666762
192,0.5924301,0.5438436,0.9850626587867737,0.9849052429199219,0.47500193,0.25942004,0.47500193,0.25942004
193,0.63001907,0.6891335,0.9858525991439819,0.982887327671051,0.22272068,0.3958072,0.22272068,0.3958072
194,0.51620823,0.63711774,0.9887767434120178,0.9907379150390625,0.2190206,0.33227026,0.2190206,0.33227026
195,0.51827,0.6366826,0.9864005446434021,0.9880734086036682,0.27991945,0.3756973,0.27991945,0.3756973
196,0.59206605,0.5546757,0.9859032034873962,0.9887254238128662,0.36417693,0.19846433,0.36417693,0.19846433
197,0.50786567,0.60767126,0.9812971949577332,0.9809231758117676,0.30643356,0.24455172,0.30643356,0.24455172
198,0.53230435,0.5233584,0.9832154512405396,0.9872830510139465,0.23093492,0.33192873,0.23093492,0.33192873
199,0.6759937,0.54519117,0.9883666634559631,0.9858914017677307,0.30517048,0.2551285,0.30517048,0.2551285
200,0.58588207,0.61086464,0.9850476980209351,0.9839987754821777,0.24155968,0.29308844,0.24155968,0.29308844
201,0.44844043,0.6034261,0.9875524640083313,0.9854204654693604,0.14141989,0.35278004,0.14141989,0.35278004
202,0.5656915,0.5637437,0.9907479882240295,0.9869998693466187,0.3777755,0.33433443,0.3777755,0.33433443
203,0.6148312,0.55415237,0.9854220747947693,0.9870446920394897,0.24545032,0.2062614,0.24545032,0.2062614
204,0.6041075,0.63099134,0.9861018061637878,0.987861692905426,0.28515875,0.33566642,0.28515875,0.33566642
205,0.5437969,0.58117443,0.981278657913208,0.9848802089691162,0.29443306,0.32456863,0.29443306,0.32456863
206,0.6030024,0.5353476,0.9876609444618225,0.9873929023742676,0.24886936,0.23666608,0.24886936,0.23666608
207,0.5050509,0.46089655,0.9852401614189148,0.9835852980613708,0.18571585,0.25674754,0.18571585,0.25674754
208,0.6371651,0.3943361,0.985674262046814,0.9868221282958984,0.2944156,0.07410711,0.2944156,0.07410711
209,0.56775045,0.62691927,0.9875284433364868,0.9860279560089111,0.11852938,0.3577754,0.11852938,0.3577754
210,0.5111604,0.5230823,0.9873834252357483,0.9872244596481323,0.28919965,0.23070955,0.28919965,0.23070955
211,0.66970634,0.62031865,0.987729012966156,0.987120509147644,0.33273125,0.24049479,0.33273125,0.24049479
212,0.67420626,0.5588729,0.9862453937530518,0.9794056415557861,0.42127728,0.23173422,0.42127728,0.23173422
213,0.5592377,0.56092507,0.9829909205436707,0.9839213490486145,0.23022717,0.25636184,0.23022717,0.25636184
214,0.52554184,0.6535308,0.9869093298912048,0.9868574738502502,0.26359874,0.35522836,0.26359874,0.35522836
215,0.52158225,0.6819106,0.9835156798362732,0.9824470281600952,0.15954393,0.3282255,0.15954393,0.3282255
216,0.4848792,0.6125394,0.9847047924995422,0.9822326898574829,0.2925253,0.26631182,0.2925253,0.26631182
217,0.63954663,0.4938075,0.9883703589439392,0.9881161451339722,0.41655296,0.20170432,0.41655296,0.20170432
218,0.5137887,0.5577039,0.9906056523323059,0.9933187961578369,0.27555478,0.2702332,0.27555478,0.2702332
219,0.5610814,0.6820387,0.9894736409187317,0.9880519509315491,0.10711777,0.3150682,0.10711777,0.3150682
220,0.6196221,0.69611484,0.9828460812568665,0.9812811017036438,0.36056185,0.35366946,0.36056185,0.35366946
221,0.5105367,0.60613096,0.9862304925918579,0.98348468542099,0.1877042,0.3498882,0.1877042,0.3498882
222,0.5068443,0.63356197,0.9767410159111023,0.9853489995002747,0.1395868,0.26552486,0.1395868,0.26552486
223,0.433716,0.6030462,0.9839901328086853,0.9853367209434509,0.16338861,0.2983533,0.16338861,0.2983533
224,0.5664772,0.59902513,0.9810287356376648,0.9814542531967163,0.31863433,0.33280772,0.31863433,0.33280772
225,0.46983957,0.56188846,0.9867067337036133,0.9874562621116638,0.13700444,0.26922292,0.13700444,0.26922292
226,0.5643446,0.53480077,0.9859868288040161,0.9873438477516174,0.32106048,0.3757009,0.32106048,0.3757009
227,0.55320144,0.5483541,0.9873390197753906,0.9860726594924927,0.24515098,0.27619636,0.24515098,0.27619636
228,0.5680767,0.6281373,0.9899039268493652,0.9864302277565002,0.35216308,0.31969446,0.35216308,0.31969446
229,0.49628145,0.52491695,0.9853372573852539,0.9858731627464294,0.3424182,0.31601804,0.3424182,0.31601804
230,0.58269346,0.636396,0.986308217048645,0.9878279566764832,0.19495052,0.31572616,0.19495052,0.31572616
231,0.63211757,0.6658027,0.9838297367095947,0.9877492189407349,0.28183973,0.3411094,0.28183973,0.3411094
232,0.52176154,0.6085043,0.9820278286933899,0.9810758233070374,0.30173105,0.35581917,0.30173105,0.35581917
233,0.5901017,0.5661316,0.9868602752685547,0.9844382405281067,0.3465243,0.30463886,0.3465243,0.30463886
234,0.58345056,0.61161995,0.9829379916191101,0.9829715490341187,0.30577427,0.35824257,0.30577427,0.35824257
235,0.6834407,0.48388934,0.9856340289115906,0.9886443018913269,0.53647923,0.26495802,0.53647923,0.26495802
236,0.59827393,0.61528754,0.9859228730201721,0.9882410168647766,0.24213672,0.28652155,0.24213672,0.28652155
237,0.60678756,0.5423368,0.9867583513259888,0.9852409958839417,0.2753219,0.28280443,0.2753219,0.28280443
238,0.56946266,0.63726354,0.9831925630569458,0.9816825985908508,0.22793567,0.38011605,0.22793567,0.38011605
239,0.59129834,0.70947796,0.9849887490272522,0.9847918152809143,0.22281319,0.25898892,0.22281319,0.25898892
240,0.59240127,0.48182756,0.981669545173645,0.9830954074859619,0.29695052,0.28044343,0.29695052,0.28044343
241,0.6214278,0.6551368,0.9899980425834656,0.9893778562545776,0.23786068,0.29246867,0.23786068,0.29246867
242,0.65279245,0.69560117,0.9844523072242737,0.983881413936615,0.25792408,0.38445842,0.25792408,0.38445842
243,0.4643023,0.50778985,0.9840758442878723,0.9866457581520081,0.25941527,0.3180815,0.25941527,0.3180815
244,0.5905466,0.68599874,0.9864332675933838,0.9853360652923584,0.32759875,0.39649737,0.32759875,0.39649737
245,0.70667434,0.60744476,0.9830001592636108,0.9822227954864502,0.3667844,0.28755105,0.3667844,0.28755105
246,0.62999666,0.59176296,0.9885125160217285,0.9886424541473389,0.3155771,0.2806152,0.3155771,0.2806152
247,0.6140275,0.5745332,0.9880214929580688,0.9897229671478271,0.3995192,0.2697379,0.3995192,0.2697379
