,$(X_1\cup X_2)\beta \approx Y$,$X_1\beta \approx Y$,$X_2\beta \approx Y$,$R^2(X_1\beta \approx Y)\cap R^2(X_2\beta \approx Y)$,$R^2(X_1\beta \approx Y) \setminus R^2(X_2\beta \approx Y)$,$R^2(X_2\beta \approx Y) \setminus R^2(X_1\beta \approx Y)$
0,0.8962465,0.7266587,0.38655174,0.21696395,0.50969476,0.16958779
1,0.87484944,0.71023434,0.4407885,0.27617347,0.43406087,0.16461504
2,0.9380403,0.7754017,0.5527887,0.39015,0.3852517,0.16263866
3,0.89775753,0.72103393,0.48011392,0.30339026,0.41764367,0.17672366
4,0.90077883,0.70157236,0.34158987,0.1423834,0.55918896,0.19920647
5,0.84057593,0.6287783,0.39135146,0.17955375,0.44922453,0.21179771
6,0.8323315,0.6911409,0.3343175,0.19312686,0.49801403,0.14119065
7,0.86062163,0.7263905,0.23149061,0.09725946,0.629131,0.13423115
8,0.8943437,0.74251115,0.33319783,0.18136531,0.56114584,0.15183252
9,0.8919497,0.71697986,0.30912203,0.13415211,0.58282775,0.17496991
10,0.87088656,0.7205416,0.34072387,0.1903789,0.5301627,0.15034497
11,0.8979752,0.78011143,0.3875504,0.2696867,0.51042473,0.117863715
12,0.90301096,0.76264966,0.35160464,0.21124327,0.5514064,0.14036137
13,0.8514555,0.6736616,0.31188446,0.13409054,0.53957105,0.17779392
14,0.9145045,0.8004363,0.40307987,0.28901172,0.5114246,0.11406815
15,0.897015,0.72122675,0.4651143,0.28932607,0.43190068,0.17578822
16,0.82998174,0.638039,0.4004504,0.2085076,0.4295314,0.19194281
17,0.8974441,0.71524686,0.4069211,0.22472382,0.49052304,0.18219727
18,0.8853743,0.7202326,0.5340837,0.36894202,0.35129058,0.1651417
19,0.904979,0.64963794,0.4323833,0.17704225,0.4725957,0.25534105
20,0.87925225,0.6944568,0.4282028,0.24340743,0.4510494,0.18479538
21,0.8836076,0.7355962,0.3736834,0.225672,0.5099242,0.14801139
22,0.9027136,0.75045633,0.3889385,0.23668116,0.51377517,0.15225732
23,0.90097356,0.79669344,0.47548014,0.37120008,0.42549336,0.104280055
24,0.88595635,0.6877446,0.42762488,0.22941321,0.4583314,0.19821167
25,0.8803291,0.7281162,0.22097641,0.068763554,0.65935266,0.15221286
26,0.88420546,0.78102416,0.5035492,0.40036786,0.3806563,0.10318136
27,0.9109894,0.76249087,0.36053443,0.2120359,0.550455,0.14849854
28,0.87269026,0.71859705,0.36178255,0.20768934,0.5109077,0.1540932
29,0.88717246,0.68531144,0.3949005,0.19303942,0.49227202,0.20186108
30,0.87717676,0.704256,0.37838513,0.20546436,0.49879164,0.17292076
31,0.8869019,0.7042223,0.47145045,0.28877085,0.41545147,0.1826796
32,0.8661215,0.74269295,0.35666317,0.2332347,0.50945824,0.123428464
33,0.9230834,0.8411976,0.42215443,0.3402686,0.500929,0.081885815
34,0.90768474,0.75503457,0.41438866,0.26173848,0.4932961,0.15265018
35,0.86398625,0.7005644,0.31397444,0.15055251,0.5500119,0.16342193
36,0.8879458,0.7176645,0.38742286,0.21714151,0.500523,0.17028135
37,0.88333595,0.7400966,0.43407303,0.2908337,0.44926292,0.14323932
38,0.8973284,0.71564007,0.4746672,0.29297888,0.4226612,0.18168831
39,0.872174,0.66930425,0.4285785,0.22570872,0.44359553,0.20286977
40,0.8918334,0.74744105,0.27117056,0.12677824,0.6206628,0.14439231
41,0.8849176,0.7826615,0.5798175,0.47756135,0.30510014,0.10225612
42,0.92244864,0.7983604,0.5144437,0.39035547,0.40800494,0.12408823
43,0.8824384,0.7740275,0.44007397,0.33166313,0.4423644,0.108410835
44,0.887488,0.72752255,0.4398899,0.2799245,0.44759804,0.1599654
45,0.90127414,0.71628845,0.4717983,0.2868126,0.42947584,0.1849857
46,0.89488405,0.7603449,0.23907042,0.10453129,0.65581363,0.13453913
47,0.8625126,0.60643524,0.47434282,0.21826553,0.3881697,0.2560773
48,0.8902396,0.6850963,0.452932,0.24778879,0.43730754,0.20514321
49,0.905047,0.79008746,0.4452361,0.33027655,0.4598109,0.11495954
50,0.8940221,0.7431848,0.3981983,0.24736106,0.49582374,0.15083724
51,0.8605308,0.6599816,0.3852558,0.18470663,0.47527498,0.20054919
52,0.91016555,0.75937766,0.3802721,0.2294842,0.52989346,0.15078789
53,0.9044149,0.77530247,0.42194104,0.29282856,0.4824739,0.12911248
54,0.90855026,0.8010559,0.4033022,0.29580784,0.50524807,0.107494354
55,0.88987976,0.7350282,0.47601098,0.32115942,0.41386878,0.15485156
56,0.89262503,0.7155828,0.3046199,0.1275776,0.5880052,0.1770423
57,0.90062463,0.7386218,0.36593604,0.20393312,0.53468865,0.16200292
58,0.884386,0.70312405,0.44424278,0.26298076,0.4401433,0.18126202
59,0.9003959,0.7803381,0.45759618,0.33753848,0.44279963,0.1200577
60,0.8779925,0.74509025,0.3371464,0.20424414,0.5408461,0.13290226
61,0.86755556,0.7277211,0.37567437,0.2358399,0.4918812,0.13983446
62,0.9175971,0.7736498,0.3887738,0.2448265,0.5288233,0.1439473
63,0.88825136,0.6797787,0.42441362,0.2159409,0.4638378,0.20847273
64,0.9196086,0.77114165,0.48515934,0.33669233,0.43444932,0.148467
65,0.85612106,0.6194061,0.41916382,0.18244886,0.43695724,0.23671496
66,0.8933175,0.73344785,0.50814795,0.34827822,0.38516963,0.15986973
67,0.8857869,0.74937594,0.25898647,0.12257552,0.6268004,0.13641095
68,0.87136376,0.71525097,0.4536836,0.29757082,0.41768014,0.15611279
69,0.8910941,0.7382251,0.373698,0.22082901,0.5173961,0.15286899
70,0.8608901,0.7460508,0.46851897,0.35367972,0.39237106,0.114839256
71,0.8395487,0.6141428,0.47311205,0.24770606,0.36643672,0.22540599
72,0.8748137,0.73660016,0.4140039,0.27579033,0.46080983,0.13821357
73,0.9141297,0.7792957,0.50453925,0.36970526,0.40959042,0.13483399
74,0.90867805,0.7704835,0.41856086,0.2803663,0.4901172,0.13819456
75,0.92383945,0.79669404,0.40218776,0.2750424,0.5216516,0.12714535
76,0.904554,0.7734982,0.32900876,0.19795287,0.5755453,0.13105589
77,0.8871181,0.77834594,0.3853798,0.27660763,0.5017383,0.10877216
78,0.9142051,0.73468864,0.5701722,0.39065576,0.34403288,0.17951643
79,0.90483236,0.75021684,0.47379678,0.3191812,0.43103564,0.15461558
80,0.92529106,0.7632537,0.46399498,0.3019576,0.46129608,0.16203737
81,0.8753562,0.68393147,0.3073954,0.11597067,0.5679608,0.19142473
82,0.8691357,0.7421293,0.4828714,0.35586506,0.38626426,0.12700635
83,0.9151919,0.7761424,0.36691177,0.22786236,0.54828006,0.13904941
84,0.8810759,0.72730005,0.4009242,0.24714833,0.4801517,0.15377587
85,0.89668,0.77690125,0.49609,0.37631118,0.40059006,0.11977881
86,0.897812,0.73225045,0.40622395,0.24066246,0.491588,0.1655615
87,0.88439834,0.7198099,0.4422654,0.27767694,0.44213295,0.16458845
88,0.8723127,0.67000693,0.3547696,0.15246373,0.5175432,0.20230585
89,0.88609546,0.6432173,0.3614775,0.118599355,0.52461797,0.24287814
90,0.8786233,0.71501905,0.39262623,0.22902197,0.48599708,0.16360426
91,0.87974775,0.72911346,0.41648763,0.2658533,0.46326017,0.15063435
92,0.88200563,0.7516306,0.49333817,0.36296314,0.38866746,0.13037503
93,0.9179799,0.7971109,0.5143036,0.39343458,0.40367633,0.12086904
94,0.8812818,0.70166147,0.33999407,0.16037375,0.5412877,0.17962033
95,0.8930394,0.7735506,0.28308398,0.16359526,0.6099554,0.119488716
96,0.85925895,0.7386745,0.27439952,0.15381509,0.58485943,0.12058443
97,0.8550196,0.6839365,0.43130094,0.26021785,0.42371863,0.1710831
98,0.84062856,0.6451286,0.38290817,0.18740827,0.45772034,0.1954999
99,0.90803164,0.7304474,0.53104985,0.35346562,0.3769818,0.17758423
100,0.8963665,0.7387891,0.43170857,0.27413118,0.4646579,0.1575774
101,0.9109882,0.80397457,0.53874123,0.43172753,0.37224704,0.1070137
102,0.8901227,0.75041914,0.32960248,0.18989891,0.56052023,0.13970357
103,0.9094092,0.75898,0.46059567,0.31016642,0.44881356,0.15042925
104,0.9007595,0.76438946,0.41699088,0.28062075,0.4837687,0.13637012
105,0.90194964,0.7722148,0.4443364,0.31460154,0.45761323,0.12973487
106,0.8794762,0.71637475,0.46566564,0.30256426,0.4138105,0.16310138
107,0.9005227,0.80688846,0.31406468,0.22043037,0.5864581,0.09363431
108,0.8382277,0.67952883,0.4374749,0.278776,0.40075284,0.15869892
109,0.89089507,0.77760327,0.47469282,0.36140102,0.41620225,0.1132918
110,0.89747894,0.7355195,0.5261179,0.3641585,0.37136102,0.16195941
111,0.88228923,0.7277404,0.4861874,0.33163851,0.3961019,0.15454888
112,0.91899407,0.7613315,0.56492114,0.40725863,0.35407287,0.15766251
113,0.8972182,0.76044315,0.4464386,0.30966353,0.45077962,0.13677508
114,0.8997068,0.72775614,0.47799426,0.30604368,0.42171246,0.17195058
115,0.92790765,0.81198716,0.47461975,0.35869926,0.4532879,0.115920484
116,0.8963048,0.7573727,0.44339222,0.3044601,0.45291257,0.13893211
117,0.89480615,0.7120447,0.29785335,0.11509192,0.5969528,0.18276143
118,0.9096363,0.7329836,0.36123174,0.18457907,0.5484045,0.17665267
119,0.8905263,0.753162,0.42383438,0.28647017,0.46669185,0.13736421
120,0.8885466,0.71550065,0.45387197,0.28082597,0.43467468,0.173046
121,0.9033046,0.8033012,0.43323052,0.33322716,0.47007406,0.10000336
122,0.9096129,0.76256126,0.3811894,0.23413777,0.5284235,0.14705163
123,0.8914183,0.7256831,0.5608564,0.39512128,0.33056182,0.16573513
124,0.9032207,0.70628226,0.48305076,0.28611225,0.42017,0.19693851
125,0.87610173,0.7065313,0.3806275,0.21105707,0.49547422,0.16957045
126,0.8322441,0.6778949,0.37306696,0.21871775,0.45917714,0.15434921
127,0.9075812,0.79968095,0.4634416,0.35554135,0.4441396,0.10790026
128,0.89605856,0.7351945,0.3137434,0.15287936,0.58231515,0.16086406
129,0.87562764,0.76826036,0.36468822,0.257321,0.51093936,0.10736722
130,0.8982204,0.73265624,0.5493027,0.38373852,0.34891772,0.16556418
131,0.8933638,0.75167304,0.4214728,0.279782,0.47189105,0.14169079
132,0.8796798,0.7494848,0.46739447,0.33719945,0.41228533,0.13019502
133,0.8851723,0.70504105,0.39791757,0.21778637,0.48725468,0.1801312
134,0.901577,0.7863293,0.4384154,0.3231678,0.46316153,0.11524761
135,0.85007524,0.60103047,0.41827548,0.1692307,0.43179977,0.24904478
136,0.879761,0.783663,0.37195736,0.27585936,0.5078036,0.096098006
137,0.89750224,0.76073813,0.43944603,0.30268186,0.45805627,0.13676417
138,0.90323234,0.70069635,0.50966835,0.30713236,0.393564,0.20253599
139,0.8675432,0.6953979,0.5340957,0.3619504,0.33344752,0.1721453
140,0.8927335,0.7836039,0.3366326,0.227503,0.5561009,0.10912961
141,0.8619649,0.69392043,0.2590986,0.09105414,0.6028663,0.16804445
142,0.9106124,0.7478345,0.44532657,0.2825486,0.4652859,0.16277796
143,0.8822359,0.69596815,0.3744707,0.18820298,0.5077652,0.18626773
144,0.850279,0.6740706,0.35186332,0.175655,0.4984156,0.17620832
145,0.9139514,0.7472528,0.4258917,0.25919318,0.48805964,0.16669852
146,0.8824909,0.66326165,0.55507135,0.33584213,0.32741952,0.21922922
147,0.8668199,0.7429571,0.4074388,0.28357595,0.45938116,0.12386286
148,0.88598573,0.7078475,0.39488673,0.21674848,0.491099,0.17813826
149,0.8893097,0.6952785,0.3749293,0.18089813,0.5143804,0.19403118
150,0.9087385,0.7602957,0.34348053,0.19503772,0.56525797,0.1484428
151,0.8567429,0.66401756,0.34484726,0.15212196,0.5118956,0.1927253
152,0.90861964,0.78739506,0.48751795,0.36629343,0.42110163,0.12122452
153,0.8726206,0.6283792,0.38557488,0.14133358,0.48704565,0.2442413
154,0.83905596,0.6681912,0.20347267,0.032607913,0.6355833,0.17086476
155,0.8606178,0.63218087,0.47884637,0.25040942,0.38177145,0.22843695
156,0.8958186,0.7543043,0.3257826,0.18426836,0.57003593,0.14151424
157,0.881641,0.7813277,0.2203294,0.12001616,0.66131157,0.100313246
158,0.93138474,0.8160435,0.52334046,0.40799922,0.40804428,0.115341246
159,0.8729283,0.73298573,0.36303782,0.22309524,0.5098905,0.13994259
160,0.8988133,0.756686,0.5330563,0.39092892,0.36575705,0.1421274
161,0.9085367,0.7190327,0.5718331,0.3823291,0.3367036,0.18950397
162,0.9112945,0.7308671,0.47580385,0.29537648,0.4354906,0.18042737
163,0.91675115,0.7733209,0.44451958,0.3010893,0.47223163,0.1434303
164,0.89324033,0.74534285,0.4812768,0.3333794,0.41196346,0.14789742
165,0.89124477,0.7525481,0.49301237,0.35431564,0.39823246,0.13869673
166,0.9009073,0.7574331,0.36891353,0.22543931,0.5319938,0.14347422
167,0.91114974,0.7683444,0.38227624,0.23947096,0.52887344,0.14280528
168,0.8681938,0.6636394,0.30033976,0.09578538,0.56785405,0.20455438
169,0.8733841,0.7151251,0.46617144,0.30791247,0.40721262,0.15825897
170,0.874798,0.7276566,0.4598205,0.3126791,0.4149775,0.1471414
171,0.9148638,0.7313756,0.40548283,0.22199464,0.50938094,0.18348819
172,0.86635655,0.68201554,0.34189034,0.15754932,0.5244662,0.18434101
173,0.8971693,0.7154091,0.5731813,0.39142114,0.32398796,0.18176013
174,0.905244,0.7179358,0.47470355,0.28739536,0.43054044,0.18730819
175,0.89971083,0.705208,0.60191685,0.40741402,0.29779398,0.19450283
176,0.8915382,0.7158301,0.37899405,0.20328587,0.5125442,0.17570817
177,0.92520136,0.8054334,0.4800552,0.36028725,0.44514614,0.119767964
178,0.9035678,0.770216,0.35851842,0.22516656,0.5450494,0.13335186
179,0.8965321,0.73397464,0.48037267,0.31781524,0.4161594,0.16255742
180,0.89496017,0.74596095,0.50955415,0.36055493,0.38540602,0.14899921
181,0.89494985,0.73733175,0.5259659,0.36834782,0.36898392,0.1576181
182,0.8893827,0.74919075,0.40291882,0.2627269,0.48646384,0.14019191
183,0.9160023,0.7305759,0.506616,0.32118964,0.40938628,0.18542635
184,0.8851903,0.74770296,0.31931502,0.18182772,0.56587523,0.13748729
185,0.86601335,0.73951864,0.33179826,0.20530361,0.53421503,0.12649465
186,0.8815686,0.7622053,0.25609416,0.13673085,0.62547445,0.11936331
187,0.86817145,0.6948106,0.4109679,0.237607,0.45720363,0.17336088
188,0.87210727,0.75287795,0.39083147,0.27160215,0.4812758,0.11922932
189,0.93716836,0.78593576,0.49130666,0.34007406,0.4458617,0.1512326
190,0.9261125,0.7613394,0.51491225,0.3501392,0.41120023,0.16477305
191,0.8822452,0.7301799,0.517231,0.3651657,0.3650142,0.15206528
192,0.9001915,0.7545202,0.40862185,0.26295048,0.4915697,0.14567137
193,0.9161756,0.7560607,0.55085015,0.39073527,0.36532545,0.16011488
194,0.8828271,0.6973955,0.4812606,0.295829,0.4015665,0.1854316
195,0.908181,0.6957072,0.47365147,0.26117772,0.43452948,0.21247375
196,0.8817693,0.75148237,0.4176315,0.28734457,0.4641378,0.13028693
197,0.86461574,0.69294655,0.46343082,0.29176158,0.40118498,0.17166924
198,0.8795559,0.6990013,0.33642364,0.15586907,0.54313225,0.18055457
199,0.9239986,0.81525826,0.39067942,0.28193903,0.53331923,0.10874039
200,0.8697474,0.73608047,0.45538634,0.3217194,0.41436106,0.13366693
201,0.8396796,0.6295561,0.42569172,0.21556818,0.41398793,0.21012354
202,0.90938365,0.72710085,0.40735155,0.22506869,0.50203216,0.18228287
203,0.8820425,0.77031624,0.38776612,0.27603984,0.4942764,0.111726284
204,0.88212377,0.74253464,0.4805923,0.34100312,0.40153152,0.13958919
205,0.9010983,0.71603334,0.41373873,0.22867376,0.48735958,0.18506497
206,0.8885085,0.752993,0.38588196,0.2503665,0.5026265,0.13551545
207,0.86541337,0.69226474,0.26111728,0.08796865,0.6042961,0.17314863
208,0.86755013,0.7888149,0.25762928,0.17889404,0.60992086,0.07873523
209,0.89078987,0.71313775,0.45705163,0.2793995,0.43373823,0.17765212
210,0.8807274,0.7001611,0.36405957,0.18349326,0.51666784,0.18056631
211,0.9159681,0.79974526,0.49354535,0.3773225,0.42242277,0.11622286
212,0.92430925,0.81095326,0.42841494,0.31505895,0.4958943,0.113355994
213,0.85833997,0.71949124,0.3990203,0.2601716,0.45931965,0.13884872
214,0.90262854,0.70040464,0.5057285,0.3035046,0.39690006,0.2022239
215,0.8831773,0.67933,0.5447779,0.3409307,0.3383993,0.20384723
216,0.84809434,0.66133153,0.47850704,0.29174423,0.3695873,0.18676281
217,0.9160921,0.7970743,0.34928918,0.2302714,0.5668029,0.11901778
218,0.8893623,0.7023426,0.3863867,0.1993671,0.5029755,0.18701959
219,0.8969617,0.7104923,0.54142374,0.35495436,0.35553795,0.18646938
220,0.93684536,0.77251214,0.57056403,0.40623087,0.36628127,0.16433316
221,0.8821176,0.67890143,0.43372148,0.23050535,0.4483961,0.20321614
222,0.8876663,0.6972861,0.4662702,0.27589005,0.42139608,0.19038016
223,0.8720642,0.63764346,0.43768233,0.20326155,0.4343819,0.23442078
224,0.8875571,0.7257832,0.4352873,0.2735135,0.45226973,0.1617738
225,0.84637415,0.65717447,0.39784032,0.2086407,0.44853377,0.18919963
226,0.8986075,0.72397655,0.356201,0.18157005,0.5424065,0.17463094
227,0.87831974,0.7135488,0.38216746,0.2173965,0.49615228,0.16477096
228,0.88339216,0.7361256,0.48342884,0.33616227,0.39996332,0.14726657
229,0.8889867,0.6911118,0.34192908,0.14405417,0.5470576,0.1978749
230,0.88814956,0.72470886,0.490889,0.3274483,0.39726055,0.1634407
231,0.90116525,0.76472944,0.52832687,0.391891,0.37283844,0.13643587
232,0.8633245,0.6908985,0.4503433,0.27791727,0.4129812,0.17242604
233,0.8920122,0.7399356,0.4154933,0.2634167,0.47651887,0.1520766
234,0.91275537,0.7417165,0.4479854,0.27694654,0.46476996,0.17103887
235,0.9120951,0.8129429,0.34844,0.24928778,0.56365514,0.09915221
236,0.88487947,0.7372985,0.48201704,0.33443606,0.40286243,0.14758098
237,0.8883652,0.7487395,0.39285547,0.25322968,0.4955098,0.13962579
238,0.903788,0.72502244,0.4704799,0.2917143,0.43330812,0.1787656
239,0.9019166,0.7490288,0.59044194,0.43755412,0.31147468,0.15288782
240,0.889655,0.7574253,0.31299537,0.18076575,0.57665956,0.13222963
241,0.921453,0.7672625,0.51277375,0.3585832,0.4086793,0.15419054
242,0.9110184,0.7757618,0.5657344,0.43047786,0.34528393,0.13525653
243,0.8725252,0.6651617,0.29696476,0.08960128,0.57556045,0.20736349
244,0.90045583,0.7291324,0.55702114,0.38569772,0.3434347,0.17132342
245,0.9107699,0.8136714,0.47576404,0.3786655,0.4350059,0.09709853
246,0.8981662,0.7630383,0.4572147,0.3220868,0.44095147,0.1351279
247,0.91828585,0.77508503,0.42595476,0.28275394,0.4923311,0.14320081
248,0.91837305,0.84864336,0.43101305,0.36128336,0.48736,0.069729686
249,0.91691446,0.7964925,0.5007334,0.3803115,0.41618103,0.12042189
250,0.88940734,0.7143427,0.41296107,0.2378965,0.4764462,0.17506456
251,0.884655,0.7218561,0.41406107,0.2512622,0.47059393,0.16279888
252,0.88189244,0.7695385,0.43723613,0.32488227,0.44465625,0.11235386
253,0.8952818,0.7211083,0.2911421,0.11696863,0.6041397,0.17417347
254,0.87134933,0.6924298,0.47784907,0.29892945,0.39350033,0.17891961
255,0.88989824,0.7427217,0.47727507,0.33009845,0.41262323,0.14717662
256,0.8779661,0.6607852,0.38329488,0.16611391,0.4946713,0.21718097
257,0.8996231,0.7191553,0.43177915,0.25131136,0.46784395,0.18046778
258,0.8970231,0.7698323,0.5481446,0.42095387,0.34887844,0.12719071
259,0.89740396,0.76953405,0.49080783,0.36293793,0.40659612,0.1278699
260,0.8968632,0.7185041,0.4762869,0.29792774,0.42057633,0.17835915
261,0.9091471,0.6523749,0.42337215,0.16659993,0.485775,0.25677222
262,0.9001421,0.7365562,0.49718982,0.33360398,0.4029522,0.16358584
263,0.8883412,0.67920244,0.35184753,0.14270878,0.53649366,0.20913875
264,0.85841405,0.61694145,0.44215828,0.20068562,0.41625583,0.24147266
265,0.88262224,0.72328866,0.34567165,0.18633807,0.5369506,0.15933359
266,0.8849172,0.73738706,0.16345733,0.015927196,0.72145987,0.14753014
267,0.9112348,0.8018209,0.36731756,0.25790364,0.54391724,0.10941392
268,0.91646296,0.7365165,0.5239788,0.34403235,0.39248413,0.17994648
269,0.8918026,0.76723105,0.4493224,0.32475084,0.4424802,0.12457156
270,0.8815135,0.73148775,0.37738252,0.22735679,0.50413096,0.15002573
271,0.88806635,0.7517516,0.43516433,0.29884952,0.45290208,0.13631481
272,0.8344009,0.5797701,0.46830803,0.21367717,0.36609292,0.25463086
273,0.87733626,0.6812993,0.49608457,0.30004764,0.3812517,0.19603693
274,0.82112586,0.5979539,0.36038893,0.13721699,0.46073693,0.22317195
275,0.9135764,0.8466381,0.46191245,0.39497417,0.4516639,0.06693828
276,0.90704745,0.6697178,0.46315956,0.2258299,0.4438879,0.23732966
277,0.8953197,0.7344563,0.5183758,0.35751247,0.37694383,0.16086334
278,0.9039596,0.7702296,0.27953774,0.14580768,0.6244219,0.13373005
279,0.8828354,0.69069326,0.45002818,0.25788605,0.4328072,0.19214213
280,0.8790797,0.7297261,0.451644,0.30229032,0.42743576,0.14935368
281,0.88816077,0.7216951,0.39194858,0.22548288,0.49621224,0.1664657
282,0.9046648,0.7860929,0.32159382,0.20302194,0.58307093,0.11857188
283,0.8973104,0.7631736,0.39826638,0.26412952,0.49904406,0.13413686
284,0.8739079,0.7205371,0.37954378,0.22617304,0.49436408,0.15337074
285,0.89855164,0.74119955,0.43327242,0.27592033,0.46527922,0.15735209
286,0.91318136,0.7344123,0.4345485,0.25577945,0.47863287,0.17876905
287,0.8979561,0.75130546,0.44990373,0.3032531,0.44805235,0.14665061
288,0.9079056,0.7257893,0.46544206,0.2833258,0.44246352,0.18211627
289,0.87593025,0.68016344,0.47496814,0.27920133,0.4009621,0.1957668
290,0.8816804,0.71784264,0.43481112,0.27097327,0.44686937,0.16383785
291,0.8799664,0.736829,0.361174,0.21803653,0.51879245,0.14313745
292,0.881763,0.7085812,0.5098114,0.33662963,0.37195158,0.17318177
293,0.91196096,0.76866424,0.5397886,0.3964919,0.37217236,0.14329672
294,0.916741,0.7250038,0.43834615,0.24660885,0.47839493,0.1917373
295,0.8794567,0.6976639,0.40306193,0.22126919,0.4763947,0.18179274
296,0.9033449,0.7891594,0.38253003,0.26834458,0.52081484,0.11418545
297,0.87412804,0.60762095,0.51506686,0.24855977,0.35906118,0.2665071
298,0.8983926,0.7982039,0.2950291,0.19484037,0.6033635,0.10018873
299,0.88795936,0.73682106,0.4286785,0.2775402,0.45928085,0.1511383
300,0.85482836,0.70615375,0.3420006,0.193326,0.51282775,0.1486746
301,0.8931113,0.6895437,0.46563596,0.26206845,0.42747527,0.2035675
302,0.8885666,0.6722561,0.40151376,0.1852032,0.48705292,0.21631056
303,0.87865704,0.7256553,0.36925405,0.21625239,0.50940293,0.15300167
304,0.91872305,0.72807086,0.3863234,0.19567114,0.5323997,0.19065225
305,0.8488457,0.5234984,0.3508857,0.025538385,0.49796003,0.3253473
306,0.8626333,0.71475255,0.27381408,0.12593335,0.5888192,0.14788073
307,0.8934351,0.71495,0.43439347,0.25590837,0.45904166,0.1784851
308,0.898728,0.80282664,0.3697846,0.27388322,0.5289434,0.09590137
309,0.9172223,0.7643167,0.47540498,0.32249933,0.44181734,0.15290564
310,0.8675888,0.81003946,0.33052593,0.27297658,0.5370629,0.057549357
311,0.87856376,0.72424436,0.4195562,0.26523674,0.45900762,0.15431947
312,0.9093574,0.7911347,0.3724261,0.25420344,0.5369313,0.118222654
313,0.90927935,0.7572831,0.47191602,0.31991982,0.43736327,0.1519962
314,0.90153766,0.6991267,0.41780877,0.21539783,0.4837289,0.20241094
315,0.87847984,0.7031995,0.332541,0.15726066,0.54593885,0.17528033
316,0.9184965,0.7393999,0.54030204,0.36120546,0.37819445,0.17909658
317,0.9161021,0.7966234,0.50016487,0.3806861,0.4159373,0.11947876
318,0.86322063,0.7562239,0.1495052,0.042508483,0.71371543,0.106996715
319,0.8963109,0.71737707,0.5069555,0.32802165,0.38935542,0.17893386
320,0.86890095,0.7038435,0.35380667,0.18874913,0.51509434,0.16505754
321,0.9009101,0.75087225,0.41215813,0.2621203,0.48875195,0.15003783
322,0.89736915,0.71938276,0.43330687,0.25532055,0.4640622,0.17798632
323,0.8678876,0.71184,0.4452191,0.28917146,0.42266852,0.15604764
324,0.8918982,0.7822618,0.4735005,0.36386412,0.41839767,0.10963637
325,0.9163111,0.7309607,0.5402787,0.3549283,0.3760324,0.18535036
326,0.891538,0.6437431,0.51076317,0.26296818,0.38077492,0.24779499
327,0.8732082,0.68228495,0.5573349,0.36641163,0.31587332,0.19092327
328,0.8856945,0.70575774,0.29227322,0.11233646,0.5934213,0.17993677
329,0.8720894,0.6958293,0.41702676,0.24076664,0.45506263,0.17626011
330,0.8882961,0.6780307,0.47839278,0.26812744,0.4099033,0.21026534
331,0.90309995,0.717955,0.45067108,0.26552612,0.45242888,0.18514496
332,0.90657,0.7218491,0.40617013,0.2214492,0.5003999,0.18472093
333,0.8952808,0.748943,0.4382198,0.29188198,0.457061,0.1463378
334,0.90071994,0.72365403,0.56344926,0.38638335,0.33727068,0.17706591
335,0.927492,0.8012073,0.57545865,0.44917393,0.35203338,0.12628472
336,0.8765372,0.65744424,0.39868152,0.17958856,0.47785568,0.21909297
337,0.9024231,0.73287296,0.51487404,0.34532386,0.3875491,0.16955018
338,0.8800726,0.7018056,0.45496792,0.27670097,0.42510462,0.17826694
339,0.85095596,0.6684213,0.25166857,0.06913394,0.5992874,0.18253464
340,0.88284457,0.7280153,0.46991885,0.31508958,0.41292572,0.15482926
341,0.88724613,0.6914964,0.34536695,0.1496172,0.5418792,0.19574976
342,0.8990575,0.73700416,0.3710602,0.2090069,0.52799726,0.16205329
343,0.9048721,0.7482384,0.49293476,0.33630103,0.41193736,0.15663373
344,0.9149805,0.7645534,0.33151704,0.18109006,0.5834634,0.15042698
345,0.8914258,0.7765246,0.4860959,0.37119466,0.40532994,0.114901245
346,0.8930626,0.7452255,0.46575463,0.3179176,0.4273079,0.14783704
347,0.8753246,0.68828285,0.48944974,0.30240798,0.38587487,0.18704176
348,0.930513,0.75889784,0.56690556,0.39529037,0.36360747,0.17161518
349,0.8386153,0.6682584,0.3877412,0.21738434,0.4508741,0.17035687
350,0.91025555,0.75262797,0.40902168,0.25139415,0.5012338,0.15762752
351,0.87035155,0.65922683,0.33758157,0.12645686,0.53277,0.21112472
352,0.90728724,0.79072887,0.43967968,0.3231213,0.46760756,0.11655837
353,0.87568134,0.6589767,0.42393005,0.20722538,0.4517513,0.21670467
354,0.8899869,0.7442447,0.5156347,0.36989248,0.37435222,0.14574224
355,0.9214683,0.80707633,0.4952914,0.38089937,0.42617697,0.11439204
356,0.88743067,0.725822,0.42286003,0.26125133,0.46457064,0.1616087
357,0.902243,0.78707945,0.46858025,0.35341668,0.43366277,0.115163565
358,0.91042805,0.7912478,0.45585185,0.3366716,0.4545762,0.11918026
359,0.8797167,0.6022114,0.3407554,0.063250124,0.5389613,0.27750528
360,0.9174702,0.7501843,0.4691599,0.30187392,0.44831038,0.16728598
361,0.9062291,0.72486854,0.4327566,0.25139612,0.47347242,0.18136048
362,0.89870304,0.74504715,0.38128662,0.22763067,0.5174165,0.15365595
363,0.8506247,0.66833234,0.38079923,0.19850695,0.4698254,0.18229228
364,0.90451276,0.777866,0.38347226,0.25682557,0.52104044,0.1266467
365,0.87998104,0.7367928,0.31869596,0.17550778,0.561285,0.14318818
