r2_scores
0.13425875
-0.102705956
0.0076993704
-0.0755198
0.10097414
0.10119903
0.07958543
0.0044816732
0.10920572
0.043362617
0.058689833
-0.023971558
-0.12810397
-0.038617134
0.07903987
-0.09678733
0.09750533
0.016748786
-0.12771213
-0.033287764
-0.026026368
0.07386541
0.16442358
0.12638134
0.04600936
0.015103996
-0.035344362
0.017955959
-0.06242585
-0.026441813
-0.03318751
-0.055796146
0.076254606
0.109312475
-0.019294262
0.120624125
-0.058165073
0.049686074
0.13731784
0.15672928
-0.006528735
0.056565523
0.08907187
0.1050396
0.0073764324
0.12496531
-0.0834384
0.041345358
-0.07646465
0.02429849
-0.07013762
0.07187551
0.12370175
0.118469894
-0.08232021
0.034568965
-0.05521691
-0.028085828
0.06905258
0.124311626
-0.11850786
-0.066114664
-0.12290871
0.09740633
0.09519714
-0.022766829
-0.019416094
-0.032165766
0.13524258
-0.067882895
0.08219755
0.042449117
-0.06477213
-0.09630954
-0.13525558
-0.053087354
0.110613525
-0.0038511753
0.017897129
-0.10759771
0.03700012
0.023581922
0.1475091
-0.11686075
0.012241662
0.07950616
0.006697595
0.13557237
0.10937375
0.08685416
0.07667965
0.097355366
0.01667726
-0.08203459
-0.10126519
-0.13654006
-0.0175066
0.03287071
0.09181672
0.0010553002
-0.018379569
-0.0100979805
0.15029478
0.068930686
0.102711916
-0.025732875
-0.10598767
0.027536929
0.091664135
0.018263578
-0.03466797
-0.024760962
0.07723886
0.08123863
-0.08855462
-0.015176177
0.15622437
0.022018254
-0.052124858
0.11938751
0.08786994
-0.049364567
-0.05355358
0.022019863
-0.09285927
0.07190108
0.13399047
-0.0016112328
0.020766556
-0.017127752
0.12512416
0.11685419
0.1123783
0.036140144
-0.0024518967
-0.0208956
-0.04613781
-0.011751533
-0.06563246
-0.04467845
-0.026278734
-0.19720876
-0.038237214
-0.020218015
-0.079996824
-0.020677328
-0.15313828
0.12080026
0.1382938
-0.04201162
-0.14157271
0.067770004
0.09564322
-0.067243576
-0.058372498
-0.003303647
0.07544607
-0.064023614
0.1314953
-0.019294858
-0.07769382
0.040548027
-0.027925253
0.027006924
-0.08054352
0.09578973
0.0393098
0.10603863
0.12066305
-0.09779954
0.101087034
0.13877851
-0.1371355
0.023907542
-0.029317021
0.085033596
-0.08537185
-0.033473015
-0.003944397
0.013665259
-0.02705133
-0.11112988
0.050190747
-0.044777036
0.115184546
-0.11889517
0.061606705
-0.11421251
0.032196343
0.08616108
0.0013213754
0.15895188
-0.05269158
-0.007999063
-0.021417022
-0.04910326
-0.09753525
-0.086993456
0.08167195
0.004038155
-0.07724416
-0.04908085
-0.088172674
0.090646744
-0.038791776
0.015971363
-0.084251404
0.08385414
-0.062030792
-0.006385684
-0.10110581
0.08843857
0.09068757
0.012829006
-0.023877501
-0.04056871
0.10477275
0.08215666
0.035696566
-0.081555605
0.046792805
0.075766444
0.0089300275
-0.015883207
-0.059089065
-0.09067094
0.047776878
0.035492063
-0.0055189133
0.077658236
0.09396583
0.12951177
-0.049331427
0.018810391
0.10558808
-0.04173863
-0.0022585392
0.11308348
0.048127353
-0.005215645
0.052170157
-0.015391946
0.057076156
0.0754751
-0.043719888
0.09213877
0.04267007
0.0314098
-0.008430362
-0.024818301
-0.03274691
-0.06286073
-0.0357188
-0.07640386
-0.049866438
-0.03205204
0.124133766
-0.0336411
-0.06530213
0.05433941
-0.055914402
-0.08761716
0.015763342
