x1_score,x2_score,vp_joint_score,vp_shared_score,vp_x1_unique_score,vp_x2_unique_score,rm_x2_to_x1_score,rm_x1_to_x2_score,rm_x1_unique_score,rm_x2_unique_score,rm_ridge_x2_to_x1_score,rm_ridge_x1_to_x2_score,rm_ridge_x1_unique_score,rm_ridge_x2_unique_score
0.60435176,0.38049787,0.8929534,0.091896236,0.5124555,0.28860164,0.9863584041595459,0.9860507845878601,0.48010272,0.2636813,0.9866676330566406,0.9863826036453247,0.49412507,0.27316433
0.60549283,0.38534063,0.89209235,0.098741114,0.5067517,0.28659952,0.9860474467277527,0.9859434962272644,0.48862714,0.29369986,0.986354649066925,0.9862372875213623,0.5004004,0.28559345
0.61556745,0.37441432,0.89453566,0.09544611,0.52012134,0.27896821,0.9855944514274597,0.9853929877281189,0.49704438,0.279176,0.9858993887901306,0.9857136607170105,0.50993186,0.2745971
0.59658366,0.38235933,0.8924105,0.08653247,0.5100512,0.29582685,0.9858061075210571,0.9858546853065491,0.47007698,0.27490294,0.9860788583755493,0.9861919283866882,0.4926002,0.27902
0.5961907,0.37121052,0.89117885,0.07622236,0.51996833,0.29498816,0.9863789677619934,0.9862151741981506,0.46555305,0.2653913,0.9866804480552673,0.9865362644195557,0.4915129,0.27135217
0.61037207,0.38453627,0.89549786,0.099410474,0.5109616,0.2851258,0.9858477711677551,0.9860473871231079,0.49977958,0.29831666,0.9861959218978882,0.9863544702529907,0.5049845,0.29125178
0.6050825,0.3821699,0.89298373,0.09426868,0.51081383,0.28790122,0.9861783981323242,0.9861992597579956,0.4914257,0.28152102,0.9864387512207031,0.9864882230758667,0.50293314,0.27715778
0.6032311,0.36449623,0.8918254,0.075901926,0.52732915,0.2885943,0.9853460788726807,0.9852184653282166,0.45947868,0.25944334,0.9856696724891663,0.9855162501335144,0.4942605,0.26746118
0.61012506,0.3757087,0.8924489,0.09338486,0.5167402,0.28232384,0.9861446022987366,0.986095130443573,0.47286868,0.2656603,0.9864395260810852,0.9864106774330139,0.49716818,0.26928043
0.59902847,0.37197042,0.891961,0.079037905,0.51999056,0.2929325,0.9857425689697266,0.9857404232025146,0.4763134,0.25885493,0.9860539436340332,0.9860195517539978,0.49520135,0.2703842
0.6095382,0.3773632,0.89245224,0.09444916,0.51508904,0.28291404,0.9862986207008362,0.9861034154891968,0.4870925,0.2817887,0.9865955114364624,0.9864188432693481,0.50179935,0.27489704
0.605169,0.37288928,0.8932047,0.08485359,0.5203154,0.2880357,0.9858103394508362,0.9855848550796509,0.4672653,0.26143396,0.9861385226249695,0.985910952091217,0.49188715,0.26800132
0.6075443,0.3766014,0.8929746,0.091171086,0.5163732,0.2854303,0.986070990562439,0.9856694936752319,0.47812927,0.26270205,0.9863724112510681,0.9859500527381897,0.5003114,0.27066147
0.608474,0.37389565,0.89306694,0.08930272,0.5191713,0.28459293,0.98583984375,0.9856081008911133,0.47309107,0.2658291,0.9861624240875244,0.985888659954071,0.49811327,0.27457672
0.59478843,0.37287217,0.88941,0.07825059,0.51653785,0.2946216,0.9853180050849915,0.9852659702301025,0.45480573,0.2765813,0.9857019782066345,0.9856576323509216,0.48431516,0.2777092
0.6048664,0.38107657,0.8932188,0.092724144,0.51214224,0.28835243,0.9856337308883667,0.985554039478302,0.48661745,0.26545763,0.9859309792518616,0.985869288444519,0.5017959,0.27260685
