x1_score,x2_score,vp_joint_score,vp_shared_score,vp_x1_unique_score,vp_x2_unique_score,rm_x2_to_x1_score,rm_x1_to_x2_score,rm_x1_unique_score,rm_x2_unique_score,rm_ridge_x2_to_x1_score,rm_ridge_x1_to_x2_score,rm_ridge_x1_unique_score,rm_ridge_x2_unique_score
0.31497955,0.60957944,0.8925073,0.032051682,0.28292787,0.57752776,0.9863584041595459,0.9860507845878601,0.26624608,0.5288038,0.9866676330566406,0.9863826036453247,0.26720083,0.55713487
0.32119566,0.6138676,0.8924059,0.042657316,0.27853835,0.57121027,0.9860474467277527,0.9859434962272644,0.2784143,0.5587487,0.986354649066925,0.9862372875213623,0.27620757,0.5664519
0.33021086,0.6038438,0.8938175,0.04023719,0.28997368,0.5636066,0.9855944514274597,0.9853929877281189,0.2845297,0.54304284,0.9858993887901306,0.9857136607170105,0.28360277,0.5561444
0.3072667,0.613823,0.89331275,0.027776957,0.27948976,0.58604604,0.9858061075210571,0.9858546853065491,0.2577001,0.54338694,0.9860788583755493,0.9861919283866882,0.26544964,0.5640342
0.3059538,0.6057849,0.8918127,0.019926012,0.2860278,0.5858589,0.9863789677619934,0.9862151741981506,0.25301188,0.5332686,0.9866804480552673,0.9865362644195557,0.2637956,0.5568109
0.3281579,0.6131016,0.8955518,0.045707703,0.2824502,0.5673939,0.9858477711677551,0.9860473871231079,0.293042,0.55705965,0.9861959218978882,0.9863544702529907,0.28337008,0.5701131
0.31654763,0.61151344,0.8931866,0.03487444,0.2816732,0.576639,0.9861783981323242,0.9861992597579956,0.28011543,0.5470849,0.9864387512207031,0.9864882230758667,0.2758807,0.5606813
0.31421435,0.6010381,0.8919158,0.023336649,0.2908777,0.57770145,0.9853460788726807,0.9852184653282166,0.24890292,0.5273721,0.9856696724891663,0.9855162501335144,0.26642805,0.55344105
0.3227324,0.6043109,0.89208955,0.034953773,0.28777862,0.56935716,0.9861446022987366,0.986095130443573,0.2623037,0.53016156,0.9864395260810852,0.9864106774330139,0.2705118,0.5517279
0.30771077,0.6060487,0.89223266,0.021526814,0.28618395,0.5845219,0.9857425689697266,0.9857404232025146,0.26250625,0.5270513,0.9860539436340332,0.9860195517539978,0.2661807,0.55636114
0.3246373,0.6054213,0.8923003,0.03775829,0.286879,0.567663,0.9862986207008362,0.9861034154891968,0.27366668,0.54678535,0.9865955114364624,0.9864188432693481,0.27581364,0.55584884
0.31521088,0.6039504,0.89302623,0.026135027,0.28907585,0.57781535,0.9858103394508362,0.9855848550796509,0.25583464,0.5279261,0.9861385226249695,0.985910952091217,0.2657864,0.55199444
0.318173,0.605899,0.89106286,0.033009112,0.28516388,0.57288986,0.986070990562439,0.9856694936752319,0.26613003,0.5276483,0.9863724112510681,0.9859500527381897,0.27415234,0.5534273
0.32181913,0.6040052,0.89270425,0.033120096,0.28869903,0.5708851,0.98583984375,0.9856081008911133,0.26570833,0.5297956,0.9861624240875244,0.985888659954071,0.2727154,0.55542314
0.30682737,0.6086441,0.8902425,0.025228977,0.2815984,0.58341515,0.9853180050849915,0.9852659702301025,0.24929005,0.543956,0.9857019782066345,0.9856576323509216,0.25962698,0.5631254
0.31653374,0.6094748,0.8927481,0.033260405,0.28327334,0.5762144,0.9856337308883667,0.985554039478302,0.27227128,0.53164643,0.9859309792518616,0.985869288444519,0.27528638,0.5557383
0.32005262,0.6022206,0.8941785,0.028094709,0.2919579,0.5741259,0.9856336116790771,0.9854801893234253,0.27277482,0.5252646,0.9859182834625244,0.9857827425003052,0.2737912,0.5509488
0.32110214,0.60713875,0.8923588,0.035882115,0.28522003,0.57125664,0.9859275221824646,0.985602617263794,0.28643465,0.5340583,0.9862103462219238,0.9859204292297363,0.2807715,0.5550424
0.31439233,0.61189485,0.89369047,0.032596707,0.28179562,0.57929814,0.9854543209075928,0.9855929017066956,0.25238365,0.53249943,0.9858112931251526,0.9858995079994202,0.26478404,0.55813193
0.31703514,0.60476375,0.89106774,0.030731142,0.286304,0.5740326,0.9858818650245667,0.9861866235733032,0.26070523,0.52465427,0.9862038493156433,0.9864373803138733,0.26871789,0.5511887
0.31891483,0.6111516,0.89289856,0.037167847,0.28174698,0.5739837,0.9854316115379333,0.9858525991439819,0.274657,0.5407386,0.9857103824615479,0.9861958026885986,0.27159858,0.56049573
0.32447714,0.6046663,0.8899163,0.039227128,0.28525,0.56543916,0.9854140281677246,0.9854332804679871,0.26762098,0.5473232,0.9857714772224426,0.9858046770095825,0.27443594,0.55667657
0.3168515,0.60774666,0.8918219,0.032776237,0.28407526,0.5749704,0.9857246279716492,0.9859031438827515,0.27260298,0.5352502,0.9861083626747131,0.9861963987350464,0.27139086,0.5558489
0.31397134,0.6078282,0.891138,0.030661523,0.28330982,0.5771667,0.9855400323867798,0.985470175743103,0.26704693,0.5323346,0.985869288444519,0.985824704170227,0.26938295,0.55722785
0.32005304,0.6025367,0.8908671,0.031722605,0.28833044,0.5708141,0.9860804080963135,0.9857099056243896,0.2774542,0.5262983,0.9863901734352112,0.9860371947288513,0.27355254,0.5517696
