semantic\powspec,joint\powspec,semantic\powspec_r2,joint\powspec_r2
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0260026423970092,0.0260026423970092,8.9883804e-05,-8.976459471000001e-05
0.0,0.0,1.1920929e-07,0.0
0.05239647020129016,0.05239647020129015,0.0034288763999999992,0.0023123622
0.0,0.0,0.0010932684,-0.00109314919071
0.0,0.0,0.0,-4.8041344e-05
0.04515277605426085,0.04515277605426085,-1.4305000000001348e-06,0.0015601516
0.10659293032335203,0.10659293032335203,2.32420928999999e-06,0.01239210379071
0.18247926082243843,0.18247926082243843,4.826324999998577e-06,0.033054053675
0.18056651341481586,0.18056651341481586,2.0879999999973142e-06,0.03219807
0.0,0.0,-0.00028866594000000016,-0.008801281059999999
0.0,0.0,-0.0023212430000000006,-0.005551219
0.12898643215602704,0.12898643215602704,-2.980000000010058e-07,0.010049462
0.09447913188446239,0.09447913188446239,-1.5498092900004604e-06,0.00777101520929
0.061172997771347326,0.061172997771347326,5.959999999994095e-08,0.0036773682
0.04332113463116185,0.04332113463116185,-4.768400000000183e-07,-0.00076520443
0.0,0.0,0.004283189999999999,-0.015484690999999998
0.13011409942991356,0.13011409942991356,5.979070999938274e-08,0.01305550320929
0.08057019221416867,0.08057019221416865,1.1920928999999332e-07,0.00016814470071000001
0.11633724746382981,0.11633724746382981,-2.980000000010058e-07,0.010092616
0.05788024254823638,0.05788024254823638,-1.7282092899997131e-06,0.01187789420929
0.13500118794623914,0.13500118794623914,-3.0987907100044065e-06,0.018540143790710003
0.0,0.0,0.0002801417200000004,-0.0025796889200000003
0.0,0.0,-0.0005084282999999988,-0.0093389747
0.170100070901336,0.170100070901336,5.96790710002959e-07,0.02887707920929
0.0,0.0,-1.1920907099999614e-06,0.00224566459071
0.09844707878816181,0.09844707878816181,0.0,0.0
0.149793845316189,0.149793845316189,-2.98209289999532e-07,0.01268869620929
0.13914209894694668,0.13914209894694668,1.0139999999971006e-06,0.017471611
0.1222299555442659,0.1222299555442659,-0.0012084842999999998,0.015402436299999999
0.15069619659935918,0.15069619659935918,-0.0028601289999999994,0.022433281
0.08738843530119102,0.08738843530119102,-3.577907099986538e-07,0.00809794679071
0.08051258120702667,0.08051258120702666,-1.1330000000003837e-06,0.011614919
0.0,0.0,-6.562092900001815e-07,0.01140290520929
0.12322444736708235,0.12322444736708234,2.3850928999999063e-07,0.00247716899071
0.19319370699452124,0.19319370699452124,0.0,0.027145505
0.0958983977193354,0.0958983977193354,-1.1921092899994795e-06,0.00520765780929
0.13333049983127657,0.13333049983127657,-0.0036687254999999974,0.0227502585
0.0697561969633153,0.0697561969633153,-5.961000000007446e-07,0.0050263405
0.0,0.0,0.0009181490999999996,-0.0108629461
0.0,0.0,-0.0022850636999999993,-0.0178344843
0.0,0.0,-1.1920929e-07,0.0
0.11920438211923015,0.11920438211923015,-0.0015551448000000003,0.0064972043
0.13923814344919724,0.13923814344919722,-1.189999999998137e-07,0.019149065
0.13841484370416435,0.13841484370416435,-3.5799999999891474e-07,0.015396297
0.11934025037618315,0.11934025037618315,-0.0075594183,0.0181230903
0.16978115487280374,0.16978115487280374,-1.7899999999945737e-07,0.01579839
0.13947396098537868,0.13947396098537868,-0.00024050425000000063,0.01253563125
0.1015571836486313,0.1015571836486313,-0.028229117800000002,0.0373083953
0.12428797565141717,0.12428797565141717,-2.384999999993642e-07,0.0105112195
0.012217379184063034,0.012217379184063034,-1.072700000000204e-06,-0.0058988333
0.10706175560312108,0.10706175560312108,-1.189999999998137e-07,0.009245753
0.13014120284801345,0.13014120284801345,0.0024733542000000015,0.0092813968
0.023357527639403297,0.023357527639403297,8.523464e-06,-8.40425471e-06
0.0716108868824518,0.0716108868824518,-0.00220501417,0.0020273923300000002
0.14482418420240142,0.14482418420240142,-0.0034111150000000028,0.021006525
0.12088070226342922,0.12088070226342923,-0.0019244552092900005,0.01447254420929
0.11513445010423565,0.11513445010423565,8.342999999995729e-07,0.007517934
0.071527165604582,0.071527165604582,5.960452899999869e-07,-8.642673528999999e-05
0.09902504807931714,0.09902504807931714,8.939999999995479e-07,0.011131942
0.006334331356366582,0.006334331356366582,8.940000000004153e-07,0.0064786077
0.03677440401996192,0.03677440401996192,2.3829070999997065e-07,-0.00206267829071
0.09503511422313451,0.09503511422313451,-0.0014299745000000003,0.0070700045
0.07650323977701477,0.07650323977701477,-1.790000000011921e-07,0.012468398
0.17576143913266196,0.17576143913266196,-0.00019740970000000496,0.0317092527
0.15523439593808852,0.15523439593808852,0.002451062599999998,0.0277743334
0.12314512458928911,0.12314512458928911,0.00019746974399999923,0.016928375256
0.05337382267017691,0.05337382267017692,-1.549790710000075e-06,0.00666552779071
0.0,0.0,-0.0001109242,-0.0009496808000000001
0.014732180492906715,0.014732180492906715,0.0012512804000000006,0.0030698178999999997
0.0,0.0,-0.0041453244,-0.0111953616
0.0,0.0,0.000325798995355,-0.000325798995355
0.005311266333530868,0.005311266333530868,0.0,0.0
0.05627020880795674,0.05627020880795674,-5.363907099997095e-07,0.0067093967907099995
0.10219886122981686,0.10219886122981688,-9.529767799991429e-07,0.01732510297678
0.11831470452893712,0.11831470452893712,-0.0060447459000000005,0.0129101279
0.0,0.0,1.0731044000006698e-06,-0.0047361851044
0.0,0.0,-1.072700000000204e-06,-0.004324794
0.05266852982886894,0.05266852982886894,1.1921000000000457e-06,-0.00049209595
0.036814615026475664,0.036814615026475664,-5.961000000000941e-07,0.0014423132
0.0,0.0,-8.344092900002334e-07,-0.00302803519071
0.0,0.0,-0.0014132262000000001,-0.0058597326
0.05139208524943088,0.05139208524943088,0.0015428661,0.0024161339
0.018010813902153883,0.018010813902153883,-0.00013792515000000003,-0.00010406970999999999
0.0030185738817747813,0.0030185738817747857,-0.00070607664,-0.00215494636
0.034514746321697695,0.03451474632169769,0.0003333687299999998,0.00215250257
0.013475129820897514,0.013475129820897517,0.0,0.0
0.0,0.0,-1.1920907099999614e-06,-0.00047731400929000003
0.06255277175487074,0.06255277175487074,-0.0010249018999999998,0.0055435896
0.0,0.0,0.0,0.0
0.1583551931645911,0.1583551931645911,-0.0162328477,0.02382791
0.06580634235073345,0.06580634235073345,-0.004781603999999999,-0.007321
0.10445112666030752,0.10445112666030752,0.0,0.0
0.1690046225452134,0.1690046225452134,4.769999999987284e-07,0.028318703
0.09561940174085855,0.09561940174085855,0.00561541301858,0.0078013539814199995
0.03651783600275773,0.03651783600275773,2.3842000000000915e-07,0.00059735775
0.03257307401432061,0.03257307401432061,-0.0062143805,-0.005679011499999999
0.025236803141299953,0.025236803141299953,-0.0021675825000000005,-0.0004432201999999999
0.07833654552432258,0.07833654552432258,-5.9610929000007e-07,-0.0018314122907099998
0.10040341737676839,0.10040341737676839,-4.1800000000029314e-07,0.009454966
0.0,0.0,-7.15299999999976e-07,-0.0017803907
0.10001505879432657,0.10001505879432657,0.0023680930000000017,0.012420057999999998
0.11204981799709672,0.11204981799709672,-0.0047065619999999975,0.015941561
0.0,0.0,-5.9209289998696235e-08,0.01624566320929
0.11432855916751339,0.11432855916751337,-7.150000000000906e-07,0.015349388
0.09572496136683437,0.09572496136683438,-2.379999999996274e-07,0.011949241
0.08911488586737168,0.08911488586737168,7.641343000000002e-05,0.01464325157
0.0,0.0,-0.00012582530000000008,-0.0024316907
