correlation_score,r2_score,p_value
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
,0.0,
0.010397543863454727,-8.773804e-05,0.8598145958461505
0.0024150905776127423,0.0,0.9672790754141232
0.070412567485397,0.0037013888,0.23112519152798686
0.07646246127780293,0.0034418702,0.19338077077327073
0.08638745436849889,0.0,0.14154378219346556
-0.04695924809125641,-0.0022933483,0.42483723098782566
0.05926284593957497,1.1920929e-07,0.3137027220568251
0.024309572303905565,0.0,0.6796312091958159
-0.02080974829469229,0.0,0.7237150421835981
0.025949944047310262,0.0006541014,0.6593274941973084
-0.005197144547072859,-0.00096309185,0.9296575853806188
-0.042455086850779894,-0.002251625,0.4706402219139114
-0.00597115561717487,-1.1920929e-07,0.91921485639193
-0.0054213500124196765,0.0,0.9266313514989943
-0.0449616511525013,0.0,0.4448233545797543
-0.0021306450406163493,-0.015509367,0.9711311088909818
0.02225139499134919,-1.1920929e-07,0.705435467705491
-0.06324553502673513,1.1920929e-07,0.2822309000291483
-0.07661013483284888,0.0,0.1925194262531112
0.011068845626830286,-1.1920929e-07,0.8508661233738908
0.08643132242939572,1.1920929e-07,0.14134097234546758
-0.03997264699300548,0.0,0.4969991468900633
0.03292240518814367,0.0009915829,0.575923830039244
-0.05964464438983453,-1.1920929e-07,0.3105898069268444
-0.056614352460849685,0.0,0.33585680346908064
-0.0475854743430944,-0.00050485134,0.41868092556163783
-0.0028243064904786195,-0.00059068203,0.9617387249102649
-0.0554095900399275,0.0,0.3462580057314948
-0.04431921575353996,-0.0031443834,0.45136257684219283
-0.05391295032162311,-0.0040575266,0.35946011358721386
-0.019001148865904004,-0.001817584,0.7468699128674803
0.007812331248784322,-0.00022923946,0.8944331585001406
0.0901418044791794,-1.1920929e-07,0.12497786748951632
-0.054893059188261796,1.1920929e-07,0.35077926998350506
-0.05026643328347292,0.0,0.3929217864018202
-0.05933812342044727,-0.0038019419,0.31308735184610265
0.04221846259408924,0.0013238192,0.47311916986669156
0.03552816095130222,0.0,0.5460782889050386
0.048009343672319224,0.0019829273,0.4145437551473732
0.033692348768386934,0.0011343956,0.5670258040241483
0.02951898131858116,0.0,0.6160206320728497
-0.0499018256522558,-0.0016678572,0.3963677807912439
0.01642140594188703,0.00020748377,0.780289852709505
