,correlation_score,r2_score,p_value
0,,0.0,
1,,0.0,
2,,0.0,
3,,0.0,
4,,0.0,
5,,0.0,
6,,0.0,
7,,0.0,
8,,0.0,
9,,0.0,
10,,0.0,
11,,0.0,
12,,0.0,
13,,0.0,
14,,0.0,
15,,0.0,
16,,0.0,
17,,0.0,
18,,0.0,
19,,0.0,
20,,0.0,
21,,0.0,
22,,0.0,
23,-0.06082751167506278,5.9604645e-08,0.3010747182876292
24,0.0494591862165645,6.747246e-05,0.40057557588482784
25,0.10363100226127149,0.0,0.07757071394813302
26,0.05136478297840958,0.0022950172,0.382650695467148
27,-0.09957429669470623,-0.014960527,0.08997766021595514
28,-0.02265463460636827,-0.007232547,0.7003521256341336
29,-0.0076733063345630565,0.0,0.8963011267258889
30,-0.03684844395182906,0.0,0.5312529146874025
31,0.010496804640513465,0.0,0.8584902891068278
32,0.04505102209616156,0.00047183037,0.4439179441193807
33,-0.05957127170710931,-1.1920929e-07,0.31118645627273295
34,0.07415768121648546,1.1920929e-07,0.2071907273375708
35,0.11087714540835074,0.0,0.058877046354927146
36,-0.0066451095545650585,0.0,0.9101332806646683
37,0.10198801664389,0.0073053837,0.0824174244291292
38,0.08459723143084165,0.0,0.15001144729673477
39,0.03752673553571278,-1.1920929e-07,0.5237161750724777
40,0.030399128212693315,0.0,0.6055347682730229
41,-0.00868966914016264,1.1920929e-07,0.8826589058919141
42,0.03406377060696572,1.1920929e-07,0.5627569467554516
43,-0.003070094595597734,-0.00014936924,0.958411880267924
44,0.0502705882099671,-0.015716791,0.3928826215666721
45,-0.012522304732447483,-0.00027179718,0.8315582755519049
46,0.035292991123237576,0.00039440393,0.5487402426140457
47,-0.11011327902548444,-0.14042461,0.06065312885267092
48,-0.056593633881432986,-0.07285333,0.3360339671269549
49,0.029645508698549233,-0.040942192,0.6145083389954465
50,-0.013234416388778798,-0.041660666,0.8221345656516901
51,0.006180740146138342,-0.0036616325,0.9163895111342258
52,0.026059945322503063,0.00027251244,0.657974638384174
53,0.04811552342407633,0.0022848248,0.4135111685162206
54,0.006106689631316543,-0.0014181137,0.9173876454241483
55,-0.01879329490210697,-0.09135091,0.7495460736275772
56,-0.0018318032068939392,-0.008041739,0.9751788208390101
57,-0.020069855103348556,-0.008536339,0.733158639578569
58,0.03371626405117047,0.00064480305,0.56675047445612
59,0.09220272752891247,0.0,0.11654640752986625
60,-0.026188320444318715,-0.034606457,0.6563972190231575
61,-0.047198507255777865,0.0,0.42247893486477905
62,0.01145468057794081,0.000115573406,0.8457314883562783
63,-0.013308154331292404,-0.00604856,0.821160189017173
64,0.02538830072991333,-7.712841e-05,0.6662521040591582
65,-0.04191766867114828,-0.00051248074,0.4762806692595146
66,0.14336887791757044,0.0,0.014372267886952844
67,0.09421823809099197,0.0001322627,0.10873723178807886
68,-0.018033021122605793,-0.005017519,0.7593601027144862
69,0.03762592762792826,-0.03768611,0.5226186063561642
70,0.10770533272459051,-0.037650824,0.06654302614937332
71,-0.013842184538674161,-0.054101467,0.8141117690814883
72,0.09352424934982245,-0.013578892,0.11137825739319353
73,-0.00013466869546153364,-0.0045371056,0.9981749298051035
74,0.005518152005487249,0.0,0.9253250814145496
75,0.033171004481622086,-0.01316154,0.5730436762246521
76,-0.010556050817643305,-0.00018692017,0.8577000333299105
77,-0.005531956743142978,-0.0030571222,0.9251388130972505
78,0.02821365952013312,-7.5101852e-06,0.6317160324515407
79,0.0007058112436744306,-0.0026869774,0.9904348558353572
80,0.06224990314447935,-0.017607927,0.2898913169643633
81,0.05396853061955817,0.0028833747,0.3589642757071382
82,0.028978199036403748,0.0003708005,0.6225024554380731
83,-0.010156954611977959,-0.0037913322,0.8630260844954045
84,0.08522810430417238,0.0,0.14698465023630278
85,0.057197459467148666,0.0032712817,0.330895221898196
86,0.008775641700126447,0.0,0.8815064604817604
87,0.10243522960535342,0.0064854026,0.08107459371030368
88,0.038454073896047956,-0.057180762,0.5135011963812395
89,0.015914823979852093,-0.10700691,0.7869023937851167
90,0.08390999549167662,-0.02095306,0.1533622271883557
91,0.0557601748299197,-0.044286728,0.3432104228695785
92,-0.08164313779224684,-0.013151646,0.16481659331995743
93,-0.0026849976374873886,-0.0016049147,0.9636246264278459
94,-0.0069163130051240525,-0.00011241436,0.9064820215454887
95,0.015269063998028565,0.000105917454,0.7953538145696848
96,-0.02291138687645186,5.9604645e-08,0.6971223669233056
97,0.07247354299578851,1.7881393e-07,0.21772264759307491
98,0.019439778083779304,-0.017504573,0.7412324642154102
99,-0.08167896377080507,-0.009398699,0.16463071511201507
100,-0.03492922540600387,-0.078816175,0.5528703201241878
101,-0.07917423414145498,-0.01360178,0.17800811118481122
102,-0.13767824577843546,-0.11278081,0.018788211649288525
103,0.15465950263239475,0.0126411915,0.008220940378940318
104,-0.032434967307158086,-0.00840354,0.5815907032760783
105,-0.028304773250324988,0.0,0.6306149787772137
106,-0.08662744937398598,-0.012521863,0.1404369585934432
107,-0.07429490923342853,-0.006480217,0.20634905098868675
108,0.03192019777687893,-0.04855275,0.587603333522229
109,0.03193459550636482,4.7683716e-07,0.5874347763680375
110,0.033331790409815105,0.0,0.5711845140168221
111,-0.04092582827177595,0.0,0.4867865445892745
112,0.047304165428056835,0.0006312132,0.42143993179502004
113,0.055376912336435755,0.0029508471,0.34654293924025437
114,0.08211748916388023,-0.0037219524,0.16236819617098722
115,-0.013300269228411161,-0.004045844,0.8212643700583275
116,-0.05242527741760418,-0.09964967,0.37289053587075704
117,-0.023678511516847984,-0.00026476383,0.6875051692211875
118,0.10407544503491788,0.008634746,0.07630009653699375
119,0.09251445735565475,-0.001994133,0.1153107306502405
120,0.08194634344902564,0.0067129135,0.1632484089350063
121,0.10837083197460991,-0.0019307137,0.06487016533989404
122,0.048123696316263356,0.0020273328,0.4134317508607074
123,-0.00727316285060033,-0.00016987324,0.9016806963827632
124,0.0002793767444211097,-2.4795532e-05,0.996213814158209
125,-0.10478262550847828,-0.10469425,0.07431319461260329
126,0.023467575734087344,1.1920929e-07,0.6901446745049087
127,0.003951025316716812,0.0,0.9464944400535125
128,0.07351487816909827,0.005300939,0.21116630369751757
129,0.0803361245017631,0.00599283,0.17170580468443505
130,-0.11764465773787687,-0.014779091,0.044941861216705396
131,-0.041850936319823985,-0.007988811,0.4769836183005427
132,-0.013623827398734457,-0.028607368,0.8169919902957554
133,-0.05010487204976944,-0.028338552,0.39444650648161705
134,-0.018773094777324743,-0.005249262,0.7498063147978029
135,0.03144047117574024,0.0,0.5932322720125673
136,-0.09124261978099042,0.0,0.12041729323202723
137,0.01646970446712382,-0.044472575,0.7796602164945527
138,0.04374676576804111,1.1920929e-07,0.4572347362249488
139,0.06735392444132876,0.004358113,0.25207343358073636
140,0.00832831772304586,-0.007216096,0.8875054256423114
