semantic\moten,joint\moten
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03058970058349029,0.03058970058349029
0.0,0.0
0.030290211152262544,0.03029021115226254
0.0,0.0
0.0,0.0
0.0,0.0
0.04250362391162026,0.04250362391162025
0.0,0.0
0.01790658893517984,0.01790658893517984
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02256320355808668,0.022563203558086678
0.035965698400749285,0.035965698400749285
0.05745781024539148,0.057457810245391476
0.0,0.0
0.004547710778957384,0.004547710778957378
0.03926523404284238,0.03926523404284238
0.0,0.0
0.03741383402352615,0.03741383402352615
0.026689488407097464,0.026689488407097457
0.03578955120095828,0.03578955120095829
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.06188299225155797,0.06188299225155797
0.04888487100651568,0.04888487100651568
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02018869817908923,0.02018869817908921
0.0,0.0
0.0,0.0
0.021177289368039306,0.021177289368039295
0.0,0.0
0.0,0.0
0.02453500615433165,0.024535006154331646
0.017080872797256178,0.017080872797256196
0.19102851660904616,0.19102851660904616
0.09886435156482419,0.09886435156482418
0.0,0.0
0.0,0.0
0.06135453558202792,0.06135453558202792
0.07733159795586853,0.07733159795586853
0.017229416603554867,0.017229416603554874
0.0037891547404927868,0.003789154740492785
0.08922439689931619,0.08922439689931617
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010609034955785955,0.01060903495578596
0.07248204242838269,0.07248204242838269
0.03478377620599004,0.03478377620599004
0.020463554301498963,0.020463554301498977
0.009164384344060137,0.009164384344060137
0.04739567180947722,0.047395671809477215
0.09639978421004929,0.09639978421004929
0.057662058149220874,0.057662058149220874
0.07999220438108404,0.07999220438108404
0.06513064017770531,0.06513064017770531
0.0,0.0
0.0,0.0
0.02080012884773479,0.02080012884773479
0.19205380545678233,0.19205380545678233
0.027063768332001376,0.027063768332001376
0.03003712618285823,0.030037126182858215
0.0,0.0
0.0,0.0
0.029061468598623824,0.029061468598623828
